index,partition
4207,0.8
11289,0.8
6246,0.8
175,0.8
6253,0.8
6464,0.8
9110,0.8
11366,0.8
4003,0.8
7818,0.8
2757,0.8
11023,0.8
4673,0.8
6521,0.8
1246,0.8
7750,0.8
1879,0.8
434,0.8
7645,0.8
250,0.8
7902,0.8
6118,0.8
7052,0.8
5613,0.8
2386,0.8
205,0.8
9163,0.8
9337,0.8
7168,0.8
6977,0.8
954,0.8
11300,0.8
413,0.8
3637,0.8
941,0.8
9671,0.8
9902,0.8
2963,0.8
365,0.8
9430,0.8
11232,0.8
10311,0.8
1199,0.8
2275,0.8
4014,0.8
10624,0.8
5624,0.8
4842,0.8
6893,0.8
8102,0.8
2667,0.8
1962,0.8
2060,0.8
3450,0.8
10941,0.8
2916,0.8
4410,0.8
10065,0.8
5890,0.8
9168,0.8
8725,0.8
1764,0.8
7242,0.8
406,0.8
994,0.8
10701,0.8
6889,0.8
8192,0.8
952,0.8
320,0.8
1226,0.8
9263,0.8
10576,0.8
11810,0.8
4305,0.8
6671,0.8
7282,0.8
8421,0.8
7933,0.8
8238,0.8
4396,0.8
11127,0.8
8451,0.8
90,0.8
8726,0.8
1114,0.8
4664,0.8
5205,0.8
3459,0.8
8808,0.8
5983,0.8
10082,0.8
1127,0.8
2869,0.8
11654,0.8
10970,0.8
344,0.8
10039,0.8
5892,0.8
2374,0.8
11123,0.8
3820,0.8
9638,0.8
4245,0.8
10620,0.8
3082,0.8
5344,0.8
4002,0.8
9362,0.8
734,0.8
9201,0.8
9224,0.8
6543,0.8
5258,0.8
1390,0.8
8280,0.8
9883,0.8
7208,0.8
3043,0.8
8031,0.8
9089,0.8
11435,0.8
8549,0.8
6524,0.8
7703,0.8
6774,0.8
9096,0.8
8090,0.8
1496,0.8
1897,0.8
9763,0.8
3084,0.8
5121,0.8
2010,0.8
3250,0.8
565,0.8
2093,0.8
9747,0.8
1684,0.8
769,0.8
4505,0.8
1828,0.8
1024,0.8
8695,0.8
8999,0.8
10836,0.8
8558,0.8
1378,0.8
11034,0.8
5723,0.8
8105,0.8
6432,0.8
6553,0.8
5347,0.8
657,0.8
7269,0.8
8945,0.8
10612,0.8
270,0.8
11068,0.8
4944,0.8
3065,0.8
9384,0.8
3183,0.8
4331,0.8
1019,0.8
10166,0.8
7233,0.8
7274,0.8
456,0.8
7815,0.8
3362,0.8
2541,0.8
1673,0.8
9508,0.8
10420,0.8
11491,0.8
2280,0.8
6364,0.8
9073,0.8
7180,0.8
3557,0.8
5514,0.8
8146,0.8
194,0.8
9825,0.8
10066,0.8
2205,0.8
1289,0.8
7392,0.8
10606,0.8
8056,0.8
6571,0.8
9447,0.8
10580,0.8
10758,0.8
6733,0.8
1003,0.8
6419,0.8
11393,0.8
5421,0.8
6614,0.8
7232,0.8
2622,0.8
167,0.8
767,0.8
9171,0.8
5327,0.8
3574,0.8
11859,0.8
7252,0.8
4324,0.8
1221,0.8
4960,0.8
10615,0.8
10779,0.8
738,0.8
4212,0.8
8115,0.8
1069,0.8
7396,0.8
11645,0.8
4416,0.8
5210,0.8
9684,0.8
1163,0.8
10985,0.8
7424,0.8
9854,0.8
5093,0.8
6393,0.8
3449,0.8
5819,0.8
7531,0.8
9874,0.8
10049,0.8
9167,0.8
60,0.8
9892,0.8
1277,0.8
8261,0.8
10256,0.8
9932,0.8
2186,0.8
2310,0.8
4382,0.8
11701,0.8
4491,0.8
2865,0.8
9343,0.8
7166,0.8
848,0.8
2001,0.8
7417,0.8
3962,0.8
227,0.8
5402,0.8
6117,0.8
11466,0.8
10269,0.8
726,0.8
8211,0.8
10092,0.8
5761,0.8
9135,0.8
2054,0.8
1719,0.8
3655,0.8
2900,0.8
169,0.8
11858,0.8
9498,0.8
1121,0.8
7797,0.8
1128,0.8
1074,0.8
5098,0.8
3683,0.8
4186,0.8
1875,0.8
7840,0.8
10296,0.8
3961,0.8
2487,0.8
1276,0.8
2241,0.8
5041,0.8
5503,0.8
998,0.8
2012,0.8
4365,0.8
6156,0.8
4951,0.8
5652,0.8
5090,0.8
3963,0.8
8350,0.8
2361,0.8
5412,0.8
1589,0.8
3645,0.8
2293,0.8
1526,0.8
1222,0.8
4902,0.8
99,0.8
1964,0.8
4260,0.8
9217,0.8
11305,0.8
6891,0.8
7176,0.8
7097,0.8
3680,0.8
8865,0.8
162,0.8
7564,0.8
3751,0.8
10760,0.8
781,0.8
8471,0.8
7543,0.8
3038,0.8
7459,0.8
11202,0.8
1658,0.8
3825,0.8
10246,0.8
7610,0.8
9924,0.8
3391,0.8
1641,0.8
5333,0.8
10557,0.8
9301,0.8
4195,0.8
4853,0.8
5811,0.8
5415,0.8
136,0.8
4194,0.8
7196,0.8
8216,0.8
7217,0.8
6150,0.8
3689,0.8
6973,0.8
10953,0.8
4474,0.8
1901,0.8
1707,0.8
6479,0.8
6064,0.8
4789,0.8
9923,0.8
3985,0.8
11328,0.8
2284,0.8
4591,0.8
4674,0.8
10020,0.8
11208,0.8
8931,0.8
6740,0.8
2366,0.8
2954,0.8
7000,0.8
7780,0.8
4419,0.8
6378,0.8
479,0.8
4566,0.8
9441,0.8
10276,0.8
8286,0.8
7022,0.8
10428,0.8
10934,0.8
10127,0.8
5677,0.8
9690,0.8
5762,0.8
10452,0.8
2747,0.8
8557,0.8
10120,0.8
7813,0.8
3167,0.8
11099,0.8
10999,0.8
9664,0.8
4132,0.8
9001,0.8
9705,0.8
10884,0.8
2858,0.8
5630,0.8
2758,0.8
5745,0.8
264,0.8
7184,0.8
9032,0.8
4193,0.8
2835,0.8
10361,0.8
10845,0.8
9837,0.8
3448,0.8
11154,0.8
2538,0.8
10568,0.8
3146,0.8
8551,0.8
3766,0.8
7908,0.8
1650,0.8
3952,0.8
7514,0.8
1830,0.8
4288,0.8
11377,0.8
3603,0.8
9861,0.8
4784,0.8
9735,0.8
5372,0.8
730,0.8
10143,0.8
7761,0.8
10342,0.8
997,0.8
3097,0.8
924,0.8
2184,0.8
9252,0.8
3173,0.8
4167,0.8
6030,0.8
11606,0.8
7825,0.8
6036,0.8
193,0.8
11186,0.8
4348,0.8
5023,0.8
3811,0.8
6579,0.8
10320,0.8
2589,0.8
6998,0.8
7241,0.8
788,0.8
5805,0.8
9871,0.8
11334,0.8
5607,0.8
588,0.8
816,0.8
447,0.8
2628,0.8
251,0.8
355,0.8
1714,0.8
6640,0.8
7499,0.8
7850,0.8
1151,0.8
1701,0.8
947,0.8
1946,0.8
8950,0.8
5922,0.8
204,0.8
11444,0.8
3631,0.8
6607,0.8
6502,0.8
11152,0.8
7613,0.8
2542,0.8
9659,0.8
10193,0.8
4235,0.8
9962,0.8
11527,0.8
4585,0.8
2521,0.8
11633,0.8
5998,0.8
1126,0.8
5864,0.8
10956,0.8
9686,0.8
11273,0.8
3426,0.8
9848,0.8
1725,0.8
4115,0.8
4594,0.8
5295,0.8
2984,0.8
5351,0.8
725,0.8
9330,0.8
3937,0.8
10781,0.8
6068,0.8
7211,0.8
1905,0.8
7108,0.8
4833,0.8
8222,0.8
11374,0.8
5377,0.8
2072,0.8
5289,0.8
9876,0.8
10954,0.8
3212,0.8
2662,0.8
8822,0.8
1505,0.8
172,0.8
244,0.8
3198,0.8
7820,0.8
3057,0.8
226,0.8
2783,0.8
8649,0.8
8584,0.8
2570,0.8
2154,0.8
10028,0.8
2806,0.8
4571,0.8
5767,0.8
2173,0.8
10382,0.8
2933,0.8
4966,0.8
6951,0.8
8174,0.8
8179,0.8
4823,0.8
11315,0.8
3910,0.8
7501,0.8
2627,0.8
2036,0.8
3427,0.8
11524,0.8
1881,0.8
4069,0.8
1306,0.8
5969,0.8
5490,0.8
8333,0.8
8051,0.8
6879,0.8
11422,0.8
8723,0.8
6846,0.8
6742,0.8
7104,0.8
5636,0.8
2657,0.8
4613,0.8
1529,0.8
10578,0.8
7162,0.8
4587,0.8
3688,0.8
8534,0.8
9742,0.8
4926,0.8
2819,0.8
9272,0.8
684,0.8
8050,0.8
173,0.8
1558,0.8
8273,0.8
644,0.8
2913,0.8
751,0.8
5518,0.8
3337,0.8
11625,0.8
2979,0.8
1763,0.8
521,0.8
5010,0.8
3045,0.8
5667,0.8
3471,0.8
10391,0.8
10899,0.8
5822,0.8
6404,0.8
5129,0.8
8969,0.8
2615,0.8
7338,0.8
10519,0.8
342,0.8
4702,0.8
11678,0.8
7923,0.8
11706,0.8
6158,0.8
10923,0.8
10390,0.8
4500,0.8
11777,0.8
10785,0.8
429,0.8
6274,0.8
10752,0.8
3712,0.8
882,0.8
1373,0.8
2903,0.8
2639,0.8
6848,0.8
9410,0.8
9434,0.8
7616,0.8
7465,0.8
5682,0.8
3633,0.8
3840,0.8
8651,0.8
4465,0.8
7700,0.8
4099,0.8
9377,0.8
8734,0.8
2226,0.8
5292,0.8
2127,0.8
11416,0.8
9125,0.8
7488,0.8
5797,0.8
1495,0.8
8233,0.8
118,0.8
9081,0.8
294,0.8
11053,0.8
10518,0.8
6020,0.8
2262,0.8
8631,0.8
7680,0.8
2952,0.8
3013,0.8
8028,0.8
4958,0.8
1382,0.8
3131,0.8
5939,0.8
806,0.8
1086,0.8
8619,0.8
8186,0.8
2229,0.8
5749,0.8
7295,0.8
4662,0.8
192,0.8
4797,0.8
5221,0.8
5828,0.8
6676,0.8
4634,0.8
7533,0.8
7795,0.8
9541,0.8
4308,0.8
583,0.8
11120,0.8
11637,0.8
9240,0.8
9504,0.8
5123,0.8
87,0.8
8570,0.8
1892,0.8
2103,0.8
7903,0.8
7871,0.8
7898,0.8
1917,0.8
9855,0.8
275,0.8
11853,0.8
8,0.8
3224,0.8
11261,0.8
130,0.8
4182,0.8
10250,0.8
10857,0.8
11652,0.8
11869,0.8
10660,0.8
2165,0.8
4637,0.8
2279,0.8
2116,0.8
4287,0.8
6535,0.8
9654,0.8
7598,0.8
8258,0.8
3995,0.8
793,0.8
8873,0.8
5694,0.8
560,0.8
4051,0.8
7461,0.8
6277,0.8
9097,0.8
8911,0.8
5549,0.8
9478,0.8
3632,0.8
7463,0.8
5050,0.8
9635,0.8
6231,0.8
9279,0.8
1783,0.8
5997,0.8
4114,0.8
1333,0.8
6083,0.8
5984,0.8
3601,0.8
9348,0.8
9035,0.8
2774,0.8
10571,0.8
5732,0.8
8997,0.8
758,0.8
2265,0.8
1934,0.8
9098,0.8
2096,0.8
9140,0.8
1868,0.8
10998,0.8
9781,0.8
4346,0.8
10413,0.8
4607,0.8
9309,0.8
4381,0.8
4605,0.8
10922,0.8
9290,0.8
5629,0.8
6715,0.8
4451,0.8
5894,0.8
11871,0.8
627,0.8
1231,0.8
3805,0.8
4861,0.8
1845,0.8
5301,0.8
1981,0.8
5467,0.8
11162,0.8
582,0.8
3596,0.8
6361,0.8
7510,0.8
956,0.8
370,0.8
6228,0.8
2338,0.8
10236,0.8
814,0.8
9815,0.8
9370,0.8
3412,0.8
7513,0.8
1647,0.8
8568,0.8
11566,0.8
11428,0.8
902,0.8
4107,0.8
4554,0.8
972,0.8
1887,0.8
10239,0.8
153,0.8
4463,0.8
8357,0.8
10944,0.8
7853,0.8
866,0.8
2455,0.8
9641,0.8
11793,0.8
9439,0.8
11329,0.8
3859,0.8
8059,0.8
9588,0.8
2574,0.8
10309,0.8
7763,0.8
1849,0.8
102,0.8
1920,0.8
10897,0.8
7447,0.8
8473,0.8
8659,0.8
2631,0.8
674,0.8
1974,0.8
2937,0.8
4434,0.8
9131,0.8
1500,0.8
2469,0.8
3130,0.8
5748,0.8
11631,0.8
3134,0.8
8254,0.8
8418,0.8
5059,0.8
10718,0.8
8093,0.8
4914,0.8
11030,0.8
11806,0.8
10346,0.8
232,0.8
8716,0.8
6076,0.8
8086,0.8
3710,0.8
7799,0.8
7549,0.8
9084,0.8
7807,0.8
2897,0.8
3270,0.8
9813,0.8
9388,0.8
2659,0.8
10133,0.8
11350,0.8
11449,0.8
5474,0.8
11336,0.8
7328,0.8
7327,0.8
7334,0.8
8404,0.8
9289,0.8
1367,0.8
3109,0.8
364,0.8
3622,0.8
258,0.8
3696,0.8
2629,0.8
7828,0.8
10823,0.8
9683,0.8
9479,0.8
3064,0.8
9358,0.8
10032,0.8
336,0.8
10324,0.8
5502,0.8
3070,0.8
11862,0.8
8423,0.8
4387,0.8
6254,0.8
9438,0.8
11411,0.8
6654,0.8
7588,0.8
4879,0.8
6015,0.8
8465,0.8
2071,0.8
5772,0.8
2546,0.8
573,0.8
11784,0.8
11752,0.8
5202,0.8
11371,0.8
10096,0.8
7365,0.8
7810,0.8
4746,0.8
9257,0.8
4609,0.8
549,0.8
5201,0.8
4385,0.8
3467,0.8
8824,0.8
4229,0.8
1821,0.8
8686,0.8
11695,0.8
3413,0.8
5936,0.8
7959,0.8
3824,0.8
3860,0.8
1528,0.8
3635,0.8
6894,0.8
4459,0.8
1803,0.8
11598,0.8
9532,0.8
7964,0.8
4937,0.8
564,0.8
1769,0.8
10113,0.8
3592,0.8
11865,0.8
2500,0.8
8332,0.8
11145,0.8
4690,0.8
11496,0.8
4799,0.8
2535,0.8
3047,0.8
11376,0.8
4277,0.8
8242,0.8
1478,0.8
6148,0.8
1638,0.8
3303,0.8
9451,0.8
4059,0.8
9890,0.8
1632,0.8
8287,0.8
6,0.8
10642,0.8
8767,0.8
10379,0.8
10167,0.8
8653,0.8
1166,0.8
10608,0.8
7811,0.8
8301,0.8
8175,0.8
4156,0.8
5611,0.8
2583,0.8
2134,0.8
2456,0.8
715,0.8
1000,0.8
1489,0.8
10031,0.8
7805,0.8
10595,0.8
728,0.8
2655,0.8
4734,0.8
5795,0.8
9,0.8
9833,0.8
6120,0.8
5789,0.8
10563,0.8
6674,0.8
11406,0.8
3819,0.8
5857,0.8
3491,0.8
11805,0.8
4197,0.8
602,0.8
3350,0.8
6303,0.8
9626,0.8
4045,0.8
7845,0.8
11867,0.8
887,0.8
2156,0.8
1176,0.8
5550,0.8
1993,0.8
6059,0.8
241,0.8
98,0.8
4758,0.8
8696,0.8
4487,0.8
3465,0.8
3590,0.8
6184,0.8
10903,0.8
7949,0.8
11850,0.8
8971,0.8
5893,0.8
808,0.8
8217,0.8
7614,0.8
3846,0.8
7792,0.8
11490,0.8
5298,0.8
508,0.8
5470,0.8
1571,0.8
9153,0.8
5937,0.8
11291,0.8
2150,0.8
6675,0.8
8299,0.8
1380,0.8
8668,0.8
8088,0.8
9014,0.8
1894,0.8
3010,0.8
5889,0.8
11271,0.8
4712,0.8
7318,0.8
4025,0.8
1895,0.8
1309,0.8
5739,0.8
5868,0.8
6107,0.8
3267,0.8
11409,0.8
223,0.8
11387,0.8
1973,0.8
8530,0.8
9906,0.8
3248,0.8
3076,0.8
6071,0.8
9269,0.8
4962,0.8
10789,0.8
5449,0.8
9232,0.8
5293,0.8
6780,0.8
9335,0.8
9589,0.8
3253,0.8
959,0.8
1345,0.8
1572,0.8
11514,0.8
5228,0.8
4119,0.8
3445,0.8
4134,0.8
4845,0.8
4737,0.8
8224,0.8
2610,0.8
7004,0.8
10144,0.8
1799,0.8
7712,0.8
5709,0.8
9544,0.8
8213,0.8
2006,0.8
732,0.8
2619,0.8
3359,0.8
6494,0.8
5052,0.8
11330,0.8
8343,0.8
782,0.8
10556,0.8
4769,0.8
9136,0.8
7496,0.8
5626,0.8
2584,0.8
1836,0.8
7260,0.8
8671,0.8
1070,0.8
8569,0.8
8545,0.8
229,0.8
9826,0.8
548,0.8
10215,0.8
11388,0.8
10406,0.8
8709,0.8
7836,0.8
31,0.8
11226,0.8
2373,0.8
600,0.8
357,0.8
7453,0.8
2804,0.8
1376,0.8
191,0.8
11550,0.8
1794,0.8
5262,0.8
11135,0.8
4210,0.8
9493,0.8
7220,0.8
11268,0.8
6176,0.8
2152,0.8
10322,0.8
369,0.8
3160,0.8
7907,0.8
3797,0.8
4185,0.8
7643,0.8
4218,0.8
4001,0.8
7618,0.8
7913,0.8
2551,0.8
2362,0.8
1254,0.8
6098,0.8
6708,0.8
28,0.8
1655,0.8
4201,0.8
9857,0.8
5432,0.8
4686,0.8
8290,0.8
3715,0.8
10036,0.8
9094,0.8
7855,0.8
809,0.8
5155,0.8
4782,0.8
5284,0.8
7915,0.8
4854,0.8
8219,0.8
7027,0.8
1327,0.8
9078,0.8
468,0.8
165,0.8
10054,0.8
11803,0.8
93,0.8
129,0.8
2232,0.8
9313,0.8
9594,0.8
10640,0.8
8905,0.8
9569,0.8
10131,0.8
8087,0.8
5226,0.8
1777,0.8
6541,0.8
7706,0.8
1339,0.8
9235,0.8
2699,0.8
9092,0.8
4124,0.8
1936,0.8
2023,0.8
11733,0.8
812,0.8
6520,0.8
5704,0.8
5584,0.8
10228,0.8
7148,0.8
10190,0.8
11450,0.8
4646,0.8
4720,0.8
10186,0.8
8362,0.8
955,0.8
685,0.8
3254,0.8
9129,0.8
4704,0.8
13,0.8
1203,0.8
3583,0.8
4431,0.8
2329,0.8
1076,0.8
5027,0.8
4072,0.8
5900,0.8
7550,0.8
8704,0.8
9350,0.8
3225,0.8
7355,0.8
8528,0.8
8608,0.8
2773,0.8
6302,0.8
8468,0.8
547,0.8
2905,0.8
11860,0.8
1557,0.8
8234,0.8
2926,0.8
438,0.8
10225,0.8
10118,0.8
1966,0.8
10577,0.8
6701,0.8
9619,0.8
3379,0.8
908,0.8
10372,0.8
6032,0.8
3918,0.8
1319,0.8
601,0.8
10064,0.8
10893,0.8
4757,0.8
2922,0.8
2809,0.8
11237,0.8
5062,0.8
719,0.8
11156,0.8
10756,0.8
2726,0.8
936,0.8
7569,0.8
2216,0.8
8208,0.8
11589,0.8
5380,0.8
11198,0.8
4379,0.8
1510,0.8
7525,0.8
4295,0.8
953,0.8
10416,0.8
187,0.8
11756,0.8
3997,0.8
2451,0.8
4315,0.8
1208,0.8
10124,0.8
3524,0.8
10417,0.8
2864,0.8
3393,0.8
4893,0.8
4068,0.8
8600,0.8
5307,0.8
9614,0.8
1046,0.8
19,0.8
2245,0.8
6620,0.8
5074,0.8
3389,0.8
2278,0.8
5024,0.8
1839,0.8
681,0.8
511,0.8
10116,0.8
2474,0.8
9476,0.8
1970,0.8
9587,0.8
7194,0.8
10813,0.8
9666,0.8
3854,0.8
1662,0.8
2879,0.8
4371,0.8
6540,0.8
197,0.8
9161,0.8
700,0.8
1091,0.8
2656,0.8
5639,0.8
4189,0.8
4368,0.8
6149,0.8
3036,0.8
3597,0.8
7563,0.8
11488,0.8
1073,0.8
4600,0.8
11379,0.8
7953,0.8
6329,0.8
4082,0.8
2643,0.8
4192,0.8
8201,0.8
5653,0.8
3916,0.8
5111,0.8
7647,0.8
8225,0.8
4464,0.8
10717,0.8
6344,0.8
7515,0.8
11734,0.8
4901,0.8
8442,0.8
7890,0.8
4552,0.8
3127,0.8
3026,0.8
10163,0.8
4407,0.8
6297,0.8
6311,0.8
870,0.8
646,0.8
3692,0.8
7051,0.8
11446,0.8
951,0.8
322,0.8
3642,0.8
5069,0.8
3316,0.8
2352,0.8
5065,0.8
