sequenceid,subjectid,eye,sensorid,contacts
04327d825,nd1S04327,Left,nd1N00006,N
04327d834,nd1S04327,Right,nd1N00006,N
04327d870,nd1S04327,Right,nd1N00006,N
04327d926,nd1S04327,Left,nd1N00006,N
04327d969,nd1S04327,Right,nd1N00006,N
04327d981,nd1S04327,Right,nd1N00006,N
04334d1055,nd1S04334,Left,nd1N00006,N
04334d1056,nd1S04334,Left,nd1N00006,N
04334d1134,nd1S04334,Right,nd1N00006,N
04334d1221,nd1S04334,Left,nd1N00006,N
04334d1301,nd1S04334,Left,nd1N00006,N
04334d1331,nd1S04334,Left,nd1N00006,N
04334d844,nd1S04334,Left,nd1N00006,N
04334d854,nd1S04334,Left,nd1N00006,N
04334d973,nd1S04334,Right,nd1N00006,N
04336d1011,nd1S04336,Left,nd1N00006,N
04336d1025,nd1S04336,Left,nd1N00006,N
04336d657,nd1S04336,Left,nd1N00006,N
04336d673,nd1S04336,Left,nd1N00006,N
04336d693,nd1S04336,Left,nd1N00006,N
04336d737,nd1S04336,Right,nd1N00006,N
04336d739,nd1S04336,Right,nd1N00006,N
04336d749,nd1S04336,Right,nd1N00006,N
04336d844,nd1S04336,Left,nd1N00006,N
04336d863,nd1S04336,Left,nd1N00006,N
04336d910,nd1S04336,Right,nd1N00006,N
04336d915,nd1S04336,Right,nd1N00006,N
04336d949,nd1S04336,Right,nd1N00006,N
04338d216,nd1S04338,Right,nd1N00006,N
04338d367,nd1S04338,Right,nd1N00006,N
04338d373,nd1S04338,Left,nd1N00006,N
04341d277,nd1S04341,Left,nd1N00006,N
04341d590,nd1S04341,Right,nd1N00006,N
04341d638,nd1S04341,Left,nd1N00006,N
04341d673,nd1S04341,Left,nd1N00006,N
04341d725,nd1S04341,Right,nd1N00006,N
04341d742,nd1S04341,Right,nd1N00006,N
04341d807,nd1S04341,Right,nd1N00006,N
04343d1008,nd1S04343,Right,nd1N00006,N
04343d1018,nd1S04343,Right,nd1N00006,N
04343d1033,nd1S04343,Right,nd1N00006,N
04343d731,nd1S04343,Left,nd1N00006,N
04343d732,nd1S04343,Left,nd1N00006,N
04343d761,nd1S04343,Left,nd1N00006,N
04343d889,nd1S04343,Right,nd1N00006,N
04345d11,nd1S04345,Left,nd1N00006,N
04347d1016,nd1S04347,Right,nd1N00006,N
04347d1087,nd1S04347,Left,nd1N00006,N
04347d1195,nd1S04347,Left,nd1N00006,N
04347d1228,nd1S04347,Left,nd1N00006,N
04347d1396,nd1S04347,Left,nd1N00006,N
04347d1412,nd1S04347,Right,nd1N00006,N
04347d943,nd1S04347,Left,nd1N00006,N
04347d952,nd1S04347,Left,nd1N00006,N
04349d1025,nd1S04349,Right,nd1N00006,N
04349d1042,nd1S04349,Left,nd1N00006,N
04349d1117,nd1S04349,Right,nd1N00006,N
04349d549,nd1S04349,Left,nd1N00006,N
04349d815,nd1S04349,Left,nd1N00006,N
04349d840,nd1S04349,Right,nd1N00006,N
04349d857,nd1S04349,Right,nd1N00006,N
04349d968,nd1S04349,Right,nd1N00006,N
04350d701,nd1S04350,Left,nd1N00006,N
04350d705,nd1S04350,Left,nd1N00006,N
04350d997,nd1S04350,Right,nd1N00006,N
04370d348,nd1S04370,Left,nd1N00006,N
04370d384,nd1S04370,Right,nd1N00006,N
04370d481,nd1S04370,Left,nd1N00006,N
04370d491,nd1S04370,Right,nd1N00006,N
04372d408,nd1S04372,Left,nd1N00006,N
04372d415,nd1S04372,Left,nd1N00006,N
04372d436,nd1S04372,Right,nd1N00006,N
04372d450,nd1S04372,Right,nd1N00006,N
04379d531,nd1S04379,Right,nd1N00006,N
04379d789,nd1S04379,Left,nd1N00006,N
04385d1052,nd1S04385,Left,nd1N00006,N
04385d1130,nd1S04385,Right,nd1N00006,N
04385d1144,nd1S04385,Right,nd1N00006,N
04385d1199,nd1S04385,Left,nd1N00006,N
04385d1450,nd1S04385,Left,nd1N00006,N
04385d1452,nd1S04385,Right,nd1N00006,N
04385d1453,nd1S04385,Right,nd1N00006,N
04385d1466,nd1S04385,Left,nd1N00006,N
04385d1514,nd1S04385,Left,nd1N00006,N
04385d1590,nd1S04385,Right,nd1N00006,N
04385d1596,nd1S04385,Left,nd1N00006,N
04385d1608,nd1S04385,Right,nd1N00006,N
04385d1803,nd1S04385,Right,nd1N00006,N
04385d1822,nd1S04385,Right,nd1N00006,N
04385d1914,nd1S04385,Right,nd1N00006,N
04385d1930,nd1S04385,Left,nd1N00006,N
04385d1948,nd1S04385,Right,nd1N00006,N
04385d2071,nd1S04385,Left,nd1N00006,N
04385d2287,nd1S04385,Left,nd1N00006,N
04385d2446,nd1S04385,Left,nd1N00006,N
04385d3943,nd1S04385,Left,nd1N00006,N
04385d3944,nd1S04385,Left,nd1N00006,N
04385d3984,nd1S04385,Right,nd1N00006,N
04385d3998,nd1S04385,Left,nd1N00006,N
04385d4062,nd1S04385,Left,nd1N00006,N
04385d842,nd1S04385,Left,nd1N00006,N
04385d904,nd1S04385,Left,nd1N00006,N
04385d958,nd1S04385,Right,nd1N00006,N
04387d1112,nd1S04387,Left,nd1N00006,N
04387d1113,nd1S04387,Left,nd1N00006,N
04387d1123,nd1S04387,Left,nd1N00006,N
04387d1165,nd1S04387,Right,nd1N00006,N
04387d1187,nd1S04387,Right,nd1N00006,N
04387d1213,nd1S04387,Left,nd1N00006,N
04387d1284,nd1S04387,Right,nd1N00006,N
04387d1303,nd1S04387,Right,nd1N00006,N
04387d1338,nd1S04387,Right,nd1N00006,N
04387d923,nd1S04387,Left,nd1N00006,N
04387d929,nd1S04387,Left,nd1N00006,N
04387d937,nd1S04387,Left,nd1N00006,N
04387d939,nd1S04387,Left,nd1N00006,N
04387d977,nd1S04387,Left,nd1N00006,N
04388d439,nd1S04388,Left,nd1N00006,N
04388d441,nd1S04388,Left,nd1N00006,N
04388d461,nd1S04388,Left,nd1N00006,N
04388d472,nd1S04388,Left,nd1N00006,N
04388d483,nd1S04388,Right,nd1N00006,N
04388d492,nd1S04388,Right,nd1N00006,N
04388d511,nd1S04388,Right,nd1N00006,N
04388d545,nd1S04388,Left,nd1N00006,N
04394d1020,nd1S04394,Left,nd1N00006,N
04394d1128,nd1S04394,Right,nd1N00006,N
04394d1158,nd1S04394,Left,nd1N00006,N
04394d1161,nd1S04394,Left,nd1N00006,N
04394d1169,nd1S04394,Left,nd1N00006,N
04394d1595,nd1S04394,Left,nd1N00006,N
04394d1596,nd1S04394,Right,nd1N00006,N
04394d1600,nd1S04394,Right,nd1N00006,N
04394d1615,nd1S04394,Left,nd1N00006,N
04394d1629,nd1S04394,Right,nd1N00006,N
04394d1651,nd1S04394,Left,nd1N00006,N
04394d1732,nd1S04394,Right,nd1N00006,N
04394d1738,nd1S04394,Left,nd1N00006,N
04394d1896,nd1S04394,Left,nd1N00006,N
04394d1991,nd1S04394,Left,nd1N00006,N
04394d2000,nd1S04394,Left,nd1N00006,N
04394d2061,nd1S04394,Right,nd1N00006,N
04394d2352,nd1S04394,Right,nd1N00006,N
04394d2371,nd1S04394,Left,nd1N00006,N
04394d2393,nd1S04394,Left,nd1N00006,N
04394d2395,nd1S04394,Left,nd1N00006,N
04394d2401,nd1S04394,Left,nd1N00006,N
04394d2405,nd1S04394,Right,nd1N00006,N
04394d2422,nd1S04394,Left,nd1N00006,N
04394d2463,nd1S04394,Left,nd1N00006,N
04394d2468,nd1S04394,Right,nd1N00006,N
04394d4009,nd1S04394,Left,nd1N00006,N
04394d4088,nd1S04394,Right,nd1N00006,N
04394d4138,nd1S04394,Right,nd1N00006,N
04394d592,nd1S04394,Left,nd1N00006,N
04394d603,nd1S04394,Right,nd1N00006,N
04394d902,nd1S04394,Left,nd1N00006,N
04394d908,nd1S04394,Left,nd1N00006,N
04397d1020,nd1S04397,Left,nd1N00006,N
04397d1029,nd1S04397,Left,nd1N00006,N
04397d1182,nd1S04397,Left,nd1N00006,N
04397d1191,nd1S04397,Left,nd1N00006,N
04397d1195,nd1S04397,Left,nd1N00006,N
04397d1218,nd1S04397,Right,nd1N00006,N
04397d1334,nd1S04397,Left,nd1N00006,N
04397d1348,nd1S04397,Left,nd1N00006,N
04397d1472,nd1S04397,Left,nd1N00006,N
04397d1681,nd1S04397,Left,nd1N00006,N
04397d1722,nd1S04397,Right,nd1N00006,N
04397d1866,nd1S04397,Left,nd1N00006,N
04397d2084,nd1S04397,Right,nd1N00006,N
04397d2117,nd1S04397,Right,nd1N00006,N
04397d876,nd1S04397,Left,nd1N00006,N
04397d903,nd1S04397,Left,nd1N00006,N
04397d973,nd1S04397,Right,nd1N00006,N
04400d493,nd1S04400,Right,nd1N00006,N
04400d563,nd1S04400,Left,nd1N00006,N
04400d641,nd1S04400,Right,nd1N00006,N
04400d645,nd1S04400,Right,nd1N00006,N
04400d696,nd1S04400,Left,nd1N00006,N
04400d709,nd1S04400,Left,nd1N00006,N
04400d724,nd1S04400,Left,nd1N00006,N
04400d737,nd1S04400,Right,nd1N00006,N
04400d738,nd1S04400,Right,nd1N00006,N
04404d396,nd1S04404,Left,nd1N00006,N
04404d447,nd1S04404,Right,nd1N00006,N
04404d479,nd1S04404,Right,nd1N00006,N
04404d502,nd1S04404,Left,nd1N00006,N
04407d458,nd1S04407,Left,nd1N00006,N
04407d534,nd1S04407,Left,nd1N00006,N
04407d592,nd1S04407,Left,nd1N00006,N
04407d624,nd1S04407,Left,nd1N00006,N
04407d632,nd1S04407,Left,nd1N00006,N
04408d614,nd1S04408,Left,nd1N00006,N
04408d625,nd1S04408,Left,nd1N00006,N
04408d660,nd1S04408,Right,nd1N00006,N
04408d669,nd1S04408,Right,nd1N00006,N
04408d720,nd1S04408,Left,nd1N00006,N
04408d734,nd1S04408,Left,nd1N00006,N
04408d740,nd1S04408,Left,nd1N00006,N
04408d765,nd1S04408,Right,nd1N00006,N
04408d829,nd1S04408,Right,nd1N00006,N
04408d834,nd1S04408,Right,nd1N00006,N
04418d1033,nd1S04418,Left,nd1N00006,N
04418d770,nd1S04418,Left,nd1N00006,N
04418d878,nd1S04418,Right,nd1N00006,N
04418d922,nd1S04418,Left,nd1N00006,N
04419d396,nd1S04419,Left,nd1N00006,N
04419d414,nd1S04419,Right,nd1N00006,N
04419d517,nd1S04419,Right,nd1N00006,N
04419d520,nd1S04419,Right,nd1N00006,N
04419d527,nd1S04419,Right,nd1N00006,N
04419d549,nd1S04419,Left,nd1N00006,N
04427d634,nd1S04427,Left,nd1N00006,N
04427d740,nd1S04427,Left,nd1N00006,N
04429d1158,nd1S04429,Left,nd1N00006,N
04429d1183,nd1S04429,Right,nd1N00006,N
04429d1198,nd1S04429,Right,nd1N00006,N
04429d1206,nd1S04429,Right,nd1N00006,N
04429d1239,nd1S04429,Right,nd1N00006,N
04429d1328,nd1S04429,Right,nd1N00006,N
04429d641,nd1S04429,Right,nd1N00006,N
04429d932,nd1S04429,Left,nd1N00006,N
04429d972,nd1S04429,Left,nd1N00006,N
04429d986,nd1S04429,Left,nd1N00006,N
04434d438,nd1S04434,Left,nd1N00006,N
04434d447,nd1S04434,Left,nd1N00006,N
04434d539,nd1S04434,Left,nd1N00006,N
04434d582,nd1S04434,Right,nd1N00006,N
04436d1031,nd1S04436,Right,nd1N00006,N
04436d1170,nd1S04436,Left,nd1N00006,N
04436d1175,nd1S04436,Right,nd1N00006,N
04436d1201,nd1S04436,Left,nd1N00006,N
04436d805,nd1S04436,Left,nd1N00006,N
04436d900,nd1S04436,Left,nd1N00006,N
04436d950,nd1S04436,Left,nd1N00006,N
04436d963,nd1S04436,Left,nd1N00006,N
04440d157,nd1S04440,Right,nd1N00006,N
04444d318,nd1S04444,Left,nd1N00006,N
04446d681,nd1S04446,Left,nd1N00006,N
04446d752,nd1S04446,Right,nd1N00006,N
04446d795,nd1S04446,Left,nd1N00006,N
04446d833,nd1S04446,Left,nd1N00006,N
04446d865,nd1S04446,Right,nd1N00006,N
04446d880,nd1S04446,Right,nd1N00006,N
04446d907,nd1S04446,Right,nd1N00006,N
04446d910,nd1S04446,Right,nd1N00006,N
04446d929,nd1S04446,Right,nd1N00006,N
04446d938,nd1S04446,Right,nd1N00006,N
04447d342,nd1S04447,Left,nd1N00006,N
04447d347,nd1S04447,Left,nd1N00006,N
04447d450,nd1S04447,Right,nd1N00006,N
04449d399,nd1S04449,Left,nd1N00006,N
04449d406,nd1S04449,Left,nd1N00006,N
04449d417,nd1S04449,Left,nd1N00006,N
04449d418,nd1S04449,Left,nd1N00006,N
04449d491,nd1S04449,Right,nd1N00006,N
04449d536,nd1S04449,Left,nd1N00006,N
04449d562,nd1S04449,Left,nd1N00006,N
04449d598,nd1S04449,Right,nd1N00006,N
04451d1017,nd1S04451,Right,nd1N00006,N
04451d491,nd1S04451,Right,nd1N00006,N
04451d761,nd1S04451,Left,nd1N00006,N
04451d831,nd1S04451,Left,nd1N00006,N
04451d839,nd1S04451,Left,nd1N00006,N
04451d865,nd1S04451,Left,nd1N00006,N
04451d883,nd1S04451,Right,nd1N00006,N
04451d926,nd1S04451,Right,nd1N00006,N
04451d962,nd1S04451,Left,nd1N00006,N
04453d759,nd1S04453,Left,nd1N00006,N
04453d782,nd1S04453,Right,nd1N00006,N
04453d812,nd1S04453,Right,nd1N00006,N
04453d825,nd1S04453,Right,nd1N00006,N
04453d926,nd1S04453,Left,nd1N00006,N
04453d928,nd1S04453,Left,nd1N00006,N
04456d690,nd1S04456,Right,nd1N00006,N
04456d775,nd1S04456,Right,nd1N00006,N
04461d550,nd1S04461,Left,nd1N00006,N
04461d630,nd1S04461,Left,nd1N00006,N
04461d746,nd1S04461,Right,nd1N00006,N
04461d768,nd1S04461,Left,nd1N00006,N
04461d813,nd1S04461,Left,nd1N00006,N
04461d842,nd1S04461,Right,nd1N00006,N
04461d868,nd1S04461,Right,nd1N00006,N
04463d707,nd1S04463,Right,nd1N00006,N
04463d719,nd1S04463,Right,nd1N00006,N
04463d722,nd1S04463,Right,nd1N00006,N
04463d736,nd1S04463,Left,nd1N00006,N
04463d795,nd1S04463,Left,nd1N00006,N
04463d850,nd1S04463,Right,nd1N00006,N
04463d926,nd1S04463,Left,nd1N00006,N
04463d929,nd1S04463,Left,nd1N00006,N
04463d946,nd1S04463,Right,nd1N00006,N
04463d956,nd1S04463,Right,nd1N00006,N
04463d960,nd1S04463,Right,nd1N00006,N
04463d986,nd1S04463,Right,nd1N00006,N
04470d1096,nd1S04470,Left,nd1N00006,N
04470d1118,nd1S04470,Right,nd1N00006,N
04470d1168,nd1S04470,Right,nd1N00006,N
04470d1176,nd1S04470,Right,nd1N00006,N
04470d1300,nd1S04470,Right,nd1N00006,N
04470d1557,nd1S04470,Right,nd1N00006,N
04470d1559,nd1S04470,Right,nd1N00006,N
04470d1754,nd1S04470,Left,nd1N00006,N
04470d1979,nd1S04470,Right,nd1N00006,N
04470d1988,nd1S04470,Right,nd1N00006,N
04470d2029,nd1S04470,Left,nd1N00006,N
04470d2440,nd1S04470,Right,nd1N00006,N
04470d2448,nd1S04470,Right,nd1N00006,N
04470d2509,nd1S04470,Left,nd1N00006,N
04470d2515,nd1S04470,Left,nd1N00006,N
04470d2685,nd1S04470,Right,nd1N00006,N
04470d4102,nd1S04470,Right,nd1N00006,N
04470d4186,nd1S04470,Right,nd1N00006,N
04470d4189,nd1S04470,Left,nd1N00006,N
04470d4204,nd1S04470,Left,nd1N00006,N
04470d4235,nd1S04470,Left,nd1N00006,N
04470d900,nd1S04470,Left,nd1N00006,N
04470d906,nd1S04470,Left,nd1N00006,N
04470d911,nd1S04470,Left,nd1N00006,N
04470d962,nd1S04470,Right,nd1N00006,N
04472d1067,nd1S04472,Right,nd1N00006,N
04472d1098,nd1S04472,Left,nd1N00006,N
04472d1192,nd1S04472,Right,nd1N00006,N
04472d1193,nd1S04472,Right,nd1N00006,N
04472d1201,nd1S04472,Right,nd1N00006,N
04472d1213,nd1S04472,Right,nd1N00006,N
04472d1316,nd1S04472,Left,nd1N00006,N
04472d500,nd1S04472,Left,nd1N00006,N
04472d517,nd1S04472,Right,nd1N00006,N
04472d811,nd1S04472,Left,nd1N00006,N
04472d813,nd1S04472,Left,nd1N00006,N
04472d852,nd1S04472,Left,nd1N00006,N
04472d934,nd1S04472,Left,nd1N00006,N
04472d950,nd1S04472,Left,nd1N00006,N
04472d977,nd1S04472,Left,nd1N00006,N
04473d394,nd1S04473,Left,nd1N00006,N
04473d485,nd1S04473,Left,nd1N00006,N
04473d515,nd1S04473,Left,nd1N00006,N
04473d530,nd1S04473,Right,nd1N00006,N
