sequenceid,subjectid,eye,sensorid,contacts
04394d2840,nd1S04394,Left,nd1N00020,N
04394d3099,nd1S04394,Right,nd1N00020,N
04394d3100,nd1S04394,Right,nd1N00020,N
04394d3142,nd1S04394,Right,nd1N00020,N
04394d3144,nd1S04394,Left,nd1N00020,N
04394d3285,nd1S04394,Right,nd1N00020,N
04397d1529,nd1S04397,Left,nd1N00020,N
04397d1613,nd1S04397,Right,nd1N00020,N
04397d1672,nd1S04397,Left,nd1N00020,N
04397d1675,nd1S04397,Right,nd1N00020,N
04397d1700,nd1S04397,Left,nd1N00020,N
04397d2059,nd1S04397,Left,nd1N00020,N
04418d1263,nd1S04418,Right,nd1N00020,N
04418d1340,nd1S04418,Left,nd1N00020,N
04418d660,nd1S04418,Left,nd1N00020,N
04470d1567,nd1S04470,Left,nd1N00020,N
04470d1789,nd1S04470,Right,nd1N00020,N
04470d1995,nd1S04470,Right,nd1N00020,N
04470d2052,nd1S04470,Left,nd1N00020,N
04470d2056,nd1S04470,Right,nd1N00020,N
04470d2089,nd1S04470,Left,nd1N00020,N
04470d2280,nd1S04470,Left,nd1N00020,N
04470d2454,nd1S04470,Left,nd1N00020,N
04470d2457,nd1S04470,Right,nd1N00020,N
04470d2483,nd1S04470,Right,nd1N00020,N
04470d2487,nd1S04470,Right,nd1N00020,N
04470d2945,nd1S04470,Right,nd1N00020,N
04470d3200,nd1S04470,Left,nd1N00020,N
04470d3244,nd1S04470,Right,nd1N00020,N
04511d691,nd1S04511,Left,nd1N00020,N
04537d1577,nd1S04537,Right,nd1N00020,N
04537d1604,nd1S04537,Left,nd1N00020,N
04621d1020,nd1S04621,Right,nd1N00020,S
04621d1024,nd1S04621,Right,nd1N00020,S
04621d104,nd1S04621,Left,nd1N00020,S
04621d1048,nd1S04621,Right,nd1N00020,S
04621d218,nd1S04621,Right,nd1N00020,S
04621d219,nd1S04621,Left,nd1N00020,S
04621d221,nd1S04621,Left,nd1N00020,S
04621d222,nd1S04621,Right,nd1N00020,S
04621d252,nd1S04621,Left,nd1N00020,S
04621d481,nd1S04621,Right,nd1N00020,S
04621d482,nd1S04621,Left,nd1N00020,S
04621d484,nd1S04621,Left,nd1N00020,S
04621d487,nd1S04621,Right,nd1N00020,S
04621d488,nd1S04621,Left,nd1N00020,S
04621d518,nd1S04621,Left,nd1N00020,S
04621d547,nd1S04621,Right,nd1N00020,S
04621d574,nd1S04621,Left,nd1N00020,S
04621d578,nd1S04621,Left,nd1N00020,S
04621d579,nd1S04621,Right,nd1N00020,S
04621d760,nd1S04621,Left,nd1N00020,S
04621d762,nd1S04621,Left,nd1N00020,S
04621d799,nd1S04621,Right,nd1N00020,S
04621d801,nd1S04621,Right,nd1N00020,S
04621d802,nd1S04621,Left,nd1N00020,S
04621d836,nd1S04621,Right,nd1N00020,S
04629d1405,nd1S04629,Left,nd1N00020,N
04629d1422,nd1S04629,Right,nd1N00020,N
04649d291,nd1S04649,Left,nd1N00020,N
04649d362,nd1S04649,Right,nd1N00020,N
04649d389,nd1S04649,Left,nd1N00020,N
04649d416,nd1S04649,Left,nd1N00020,N
04649d636,nd1S04649,Right,nd1N00020,N
04649d639,nd1S04649,Left,nd1N00020,N
04649d710,nd1S04649,Left,nd1N00020,N
04649d711,nd1S04649,Right,nd1N00020,N
04649d831,nd1S04649,Left,nd1N00020,N
04649d833,nd1S04649,Right,nd1N00020,N
04649d836,nd1S04649,Right,nd1N00020,N
04725d1320,nd1S04725,Left,nd1N00020,N
04725d1459,nd1S04725,Right,nd1N00020,N
04725d1772,nd1S04725,Left,nd1N00020,N
04725d1774,nd1S04725,Right,nd1N00020,N
04725d1816,nd1S04725,Right,nd1N00020,N
04725d1817,nd1S04725,Right,nd1N00020,N
04725d628,nd1S04725,Left,nd1N00020,N
04725d692,nd1S04725,Left,nd1N00020,N
04725d693,nd1S04725,Right,nd1N00020,N
04725d723,nd1S04725,Right,nd1N00020,N
04738d386,nd1S04738,Left,nd1N00020,S
04738d421,nd1S04738,Left,nd1N00020,S
04738d493,nd1S04738,Right,nd1N00020,S
04738d518,nd1S04738,Left,nd1N00020,S
04738d519,nd1S04738,Right,nd1N00020,S
04815d944,nd1S04815,Right,nd1N00020,N
04815d986,nd1S04815,Left,nd1N00020,N
04815d988,nd1S04815,Left,nd1N00020,N
04851d1126,nd1S04851,Left,nd1N00020,N
04851d1374,nd1S04851,Left,nd1N00020,N
04851d1561,nd1S04851,Left,nd1N00020,N
04870d1087,nd1S04870,Left,nd1N00020,N
04870d1089,nd1S04870,Left,nd1N00020,N
04870d1109,nd1S04870,Right,nd1N00020,N
04870d1190,nd1S04870,Left,nd1N00020,N
04870d1325,nd1S04870,Right,nd1N00020,N
04870d1414,nd1S04870,Left,nd1N00020,N
04870d1562,nd1S04870,Left,nd1N00020,N
04870d1689,nd1S04870,Left,nd1N00020,N
04870d1729,nd1S04870,Left,nd1N00020,N
04888d327,nd1S04888,Left,nd1N00020,S
04888d330,nd1S04888,Right,nd1N00020,S
04888d331,nd1S04888,Left,nd1N00020,S
04888d346,nd1S04888,Left,nd1N00020,S
04888d366,nd1S04888,Left,nd1N00020,S
04917d1229,nd1S04917,Left,nd1N00020,N
05011d252,nd1S05011,Left,nd1N00020,N
05015d1096,nd1S05015,Left,nd1N00020,N
05015d1357,nd1S05015,Right,nd1N00020,N
05015d1877,nd1S05015,Left,nd1N00020,N
05015d2077,nd1S05015,Left,nd1N00020,N
05015d2081,nd1S05015,Left,nd1N00020,N
05015d220,nd1S05015,Right,nd1N00020,N
05015d249,nd1S05015,Right,nd1N00020,N
05015d649,nd1S05015,Left,nd1N00020,N
05015d651,nd1S05015,Right,nd1N00020,N
05015d652,nd1S05015,Left,nd1N00020,N
05015d713,nd1S05015,Right,nd1N00020,N
05027d434,nd1S05027,Left,nd1N00020,N
05027d499,nd1S05027,Right,nd1N00020,N
05027d557,nd1S05027,Right,nd1N00020,N
05028d1052,nd1S05028,Right,nd1N00020,N
05028d1148,nd1S05028,Right,nd1N00020,N
05028d1182,nd1S05028,Right,nd1N00020,N
05028d611,nd1S05028,Left,nd1N00020,N
05028d612,nd1S05028,Right,nd1N00020,N
05028d676,nd1S05028,Left,nd1N00020,N
05028d730,nd1S05028,Left,nd1N00020,N
05028d823,nd1S05028,Left,nd1N00020,N
05033d1170,nd1S05033,Right,nd1N00020,N
05033d1236,nd1S05033,Left,nd1N00020,N
05033d1470,nd1S05033,Right,nd1N00020,N
05033d1476,nd1S05033,Right,nd1N00020,N
05033d1600,nd1S05033,Left,nd1N00020,N
05033d2043,nd1S05033,Right,nd1N00020,N
05033d2114,nd1S05033,Left,nd1N00020,N
05033d2219,nd1S05033,Left,nd1N00020,N
05033d688,nd1S05033,Right,nd1N00020,N
05033d771,nd1S05033,Left,nd1N00020,N
05033d773,nd1S05033,Left,nd1N00020,N
05033d976,nd1S05033,Right,nd1N00020,N
05044d1133,nd1S05044,Right,nd1N00020,S
05044d1134,nd1S05044,Left,nd1N00020,S
05044d1135,nd1S05044,Right,nd1N00020,S
05044d1163,nd1S05044,Left,nd1N00020,S
05044d1192,nd1S05044,Right,nd1N00020,S
05044d1196,nd1S05044,Right,nd1N00020,S
05044d723,nd1S05044,Right,nd1N00020,S
05044d741,nd1S05044,Right,nd1N00020,S
05044d757,nd1S05044,Right,nd1N00020,S
05044d758,nd1S05044,Left,nd1N00020,S
05044d759,nd1S05044,Right,nd1N00020,S
05044d774,nd1S05044,Left,nd1N00020,S
05044d792,nd1S05044,Left,nd1N00020,S
05044d795,nd1S05044,Right,nd1N00020,S
05044d825,nd1S05044,Left,nd1N00020,S
05044d920,nd1S05044,Right,nd1N00020,S
05044d975,nd1S05044,Right,nd1N00020,S
05053d326,nd1S05053,Left,nd1N00020,N
05053d327,nd1S05053,Right,nd1N00020,N
05136d302,nd1S05136,Left,nd1N00020,N
05136d328,nd1S05136,Right,nd1N00020,N
05156d406,nd1S05156,Left,nd1N00020,S
05156d424,nd1S05156,Left,nd1N00020,S
05156d425,nd1S05156,Right,nd1N00020,S
05156d429,nd1S05156,Left,nd1N00020,S
05156d434,nd1S05156,Right,nd1N00020,S
05156d452,nd1S05156,Left,nd1N00020,S
05156d455,nd1S05156,Right,nd1N00020,S
05156d545,nd1S05156,Right,nd1N00020,S
05156d546,nd1S05156,Left,nd1N00020,S
05156d689,nd1S05156,Right,nd1N00020,S
05156d741,nd1S05156,Left,nd1N00020,S
05176d337,nd1S05176,Left,nd1N00020,S
05176d339,nd1S05176,Left,nd1N00020,S
05176d353,nd1S05176,Left,nd1N00020,S
05176d356,nd1S05176,Right,nd1N00020,S
05176d358,nd1S05176,Left,nd1N00020,S
05176d377,nd1S05176,Right,nd1N00020,S
05176d381,nd1S05176,Right,nd1N00020,S
05176d402,nd1S05176,Right,nd1N00020,S
05176d403,nd1S05176,Left,nd1N00020,S
05176d405,nd1S05176,Left,nd1N00020,S
05176d433,nd1S05176,Left,nd1N00020,S
05176d467,nd1S05176,Left,nd1N00020,S
05176d493,nd1S05176,Left,nd1N00020,S
05176d497,nd1S05176,Left,nd1N00020,S
05176d523,nd1S05176,Left,nd1N00020,S
05176d526,nd1S05176,Right,nd1N00020,S
05176d676,nd1S05176,Right,nd1N00020,S
05176d741,nd1S05176,Left,nd1N00020,S
05176d742,nd1S05176,Right,nd1N00020,S
05176d748,nd1S05176,Left,nd1N00020,S
05176d810,nd1S05176,Left,nd1N00020,S
05176d862,nd1S05176,Right,nd1N00020,S
05179d324,nd1S05179,Left,nd1N00020,S
05179d325,nd1S05179,Right,nd1N00020,S
05179d345,nd1S05179,Right,nd1N00020,S
05186d281,nd1S05186,Left,nd1N00020,N
05191d463,nd1S05191,Right,nd1N00020,N
05204d371,nd1S05204,Left,nd1N00020,N
05213d394,nd1S05213,Left,nd1N00020,N
05213d479,nd1S05213,Left,nd1N00020,N
05244d1084,nd1S05244,Left,nd1N00020,N
05244d1090,nd1S05244,Left,nd1N00020,N
05244d439,nd1S05244,Right,nd1N00020,N
05244d552,nd1S05244,Left,nd1N00020,N
05244d603,nd1S05244,Left,nd1N00020,N
05244d987,nd1S05244,Right,nd1N00020,N
05245d250,nd1S05245,Left,nd1N00020,N
05245d59,nd1S05245,Left,nd1N00020,N
05246d1114,nd1S05246,Left,nd1N00020,N
05246d220,nd1S05246,Left,nd1N00020,N
05246d310,nd1S05246,Left,nd1N00020,N
05246d343,nd1S05246,Left,nd1N00020,N
05246d402,nd1S05246,Left,nd1N00020,N
05246d767,nd1S05246,Left,nd1N00020,N
05246d768,nd1S05246,Right,nd1N00020,N
05248d442,nd1S05248,Left,nd1N00020,N
05248d494,nd1S05248,Left,nd1N00020,N
05248d832,nd1S05248,Left,nd1N00020,N
05248d857,nd1S05248,Right,nd1N00020,N
05248d941,nd1S05248,Left,nd1N00020,N
05248d942,nd1S05248,Right,nd1N00020,N
05256d390,nd1S05256,Left,nd1N00020,N
05256d409,nd1S05256,Right,nd1N00020,N
05256d450,nd1S05256,Right,nd1N00020,N
05256d453,nd1S05256,Left,nd1N00020,N
05268d15,nd1S05268,Right,nd1N00020,N
05270d194,nd1S05270,Left,nd1N00020,N
05270d354,nd1S05270,Right,nd1N00020,N
05270d361,nd1S05270,Left,nd1N00020,N
05270d58,nd1S05270,Left,nd1N00020,N
05271d1013,nd1S05271,Left,nd1N00020,N
05271d236,nd1S05271,Left,nd1N00020,N
05271d238,nd1S05271,Left,nd1N00020,N
05271d240,nd1S05271,Left,nd1N00020,N
05271d293,nd1S05271,Left,nd1N00020,N
05271d386,nd1S05271,Right,nd1N00020,N
05271d411,nd1S05271,Right,nd1N00020,N
05271d505,nd1S05271,Right,nd1N00020,N
05271d783,nd1S05271,Left,nd1N00020,N
05284d190,nd1S05284,Left,nd1N00020,N
05284d207,nd1S05284,Right,nd1N00020,N
05284d229,nd1S05284,Left,nd1N00020,N
05284d233,nd1S05284,Left,nd1N00020,N
05284d306,nd1S05284,Right,nd1N00020,N
05284d347,nd1S05284,Right,nd1N00020,N
05284d444,nd1S05284,Left,nd1N00020,N
05284d704,nd1S05284,Right,nd1N00020,N
05284d737,nd1S05284,Right,nd1N00020,N
05284d792,nd1S05284,Right,nd1N00020,N
05288d284,nd1S05288,Right,nd1N00020,N
05288d314,nd1S05288,Left,nd1N00020,N
05288d377,nd1S05288,Right,nd1N00020,N
05289d115,nd1S05289,Right,nd1N00020,S
05289d116,nd1S05289,Left,nd1N00020,S
05289d118,nd1S05289,Left,nd1N00020,S
05289d119,nd1S05289,Right,nd1N00020,S
05289d74,nd1S05289,Right,nd1N00020,S
05289d76,nd1S05289,Right,nd1N00020,S
05289d77,nd1S05289,Left,nd1N00020,S
05289d92,nd1S05289,Right,nd1N00020,S
05289d96,nd1S05289,Left,nd1N00020,S
05289d98,nd1S05289,Left,nd1N00020,S
05290d150,nd1S05290,Right,nd1N00020,S
05290d151,nd1S05290,Left,nd1N00020,S
05290d174,nd1S05290,Left,nd1N00020,S
05290d191,nd1S05290,Right,nd1N00020,S
05292d142,nd1S05292,Right,nd1N00020,S
05292d143,nd1S05292,Left,nd1N00020,S
05292d160,nd1S05292,Right,nd1N00020,S
05292d180,nd1S05292,Right,nd1N00020,S
05292d183,nd1S05292,Left,nd1N00020,S
05292d184,nd1S05292,Left,nd1N00020,S
05292d187,nd1S05292,Right,nd1N00020,S
05292d189,nd1S05292,Right,nd1N00020,S
05292d202,nd1S05292,Left,nd1N00020,S
05292d203,nd1S05292,Right,nd1N00020,S
05292d206,nd1S05292,Left,nd1N00020,S
05292d220,nd1S05292,Left,nd1N00020,S
05292d224,nd1S05292,Left,nd1N00020,S
05292d225,nd1S05292,Right,nd1N00020,S
05293d147,nd1S05293,Left,nd1N00020,N
05293d1648,nd1S05293,Left,nd1N00020,N
05293d1799,nd1S05293,Left,nd1N00020,N
05293d205,nd1S05293,Left,nd1N00020,N
05293d264,nd1S05293,Left,nd1N00020,N
05293d454,nd1S05293,Right,nd1N00020,N
05293d867,nd1S05293,Right,nd1N00020,N
05293d905,nd1S05293,Right,nd1N00020,N
05297d2,nd1S05297,Right,nd1N00020,N
05297d217,nd1S05297,Right,nd1N00020,N
05297d297,nd1S05297,Left,nd1N00020,N
05297d32,nd1S05297,Right,nd1N00020,N
05297d5,nd1S05297,Left,nd1N00020,N
05297d86,nd1S05297,Right,nd1N00020,N
05298d113,nd1S05298,Right,nd1N00020,S
05298d142,nd1S05298,Left,nd1N00020,S
05298d144,nd1S05298,Left,nd1N00020,S
05298d147,nd1S05298,Right,nd1N00020,S
05298d173,nd1S05298,Right,nd1N00020,S
05298d176,nd1S05298,Left,nd1N00020,S
05298d335,nd1S05298,Left,nd1N00020,S
05298d47,nd1S05298,Left,nd1N00020,S
05298d51,nd1S05298,Left,nd1N00020,S
05298d67,nd1S05298,Right,nd1N00020,S
05298d69,nd1S05298,Right,nd1N00020,S
05299d140,nd1S05299,Right,nd1N00020,N
05300d308,nd1S05300,Right,nd1N00020,N
05300d394,nd1S05300,Right,nd1N00020,N
05300d73,nd1S05300,Right,nd1N00020,N
05300d94,nd1S05300,Left,nd1N00020,N
05301d1202,nd1S05301,Left,nd1N00020,N
05301d1298,nd1S05301,Right,nd1N00020,N
05301d147,nd1S05301,Right,nd1N00020,N
05301d1616,nd1S05301,Right,nd1N00020,N
05301d1642,nd1S05301,Left,nd1N00020,N
05301d179,nd1S05301,Right,nd1N00020,N
05301d185,nd1S05301,Left,nd1N00020,N
05301d203,nd1S05301,Left,nd1N00020,N
05301d534,nd1S05301,Left,nd1N00020,N
05301d600,nd1S05301,Right,nd1N00020,N
05301d816,nd1S05301,Right,nd1N00020,N
05301d877,nd1S05301,Right,nd1N00020,N
05301d961,nd1S05301,Right,nd1N00020,N
05303d176,nd1S05303,Left,nd1N00020,S
05303d190,nd1S05303,Right,nd1N00020,S
05303d191,nd1S05303,Left,nd1N00020,S
05303d193,nd1S05303,Left,nd1N00020,S
05303d208,nd1S05303,Right,nd1N00020,S
05303d213,nd1S05303,Left,nd1N00020,S
05303d215,nd1S05303,Right,nd1N00020,S
05303d217,nd1S05303,Right,nd1N00020,S
05303d232,nd1S05303,Left,nd1N00020,S
05303d236,nd1S05303,Left,nd1N00020,S
05303d250,nd1S05303,Left,nd1N00020,S
05303d255,nd1S05303,Right,nd1N00020,S
05303d301,nd1S05303,Left,nd1N00020,S
05303d329,nd1S05303,Left,nd1N00020,S
05303d334,nd1S05303,Right,nd1N00020,S
05303d631,nd1S05303,Right,nd1N00020,S
05303d633,nd1S05303,Right,nd1N00020,S
05303d661,nd1S05303,Left,nd1N00020,S
05303d714,nd1S05303,Left,nd1N00020,S
05303d716,nd1S05303,Left,nd1N00020,S
05304d122,nd1S05304,Right,nd1N00020,N
05304d123,nd1S05304,Left,nd1N00020,N
05304d561,nd1S05304,Left,nd1N00020,N
05305d121,nd1S05305,Right,nd1N00020,N
05305d122,nd1S05305,Left,nd1N00020,N
05305d157,nd1S05305,Right,nd1N00020,N
05305d423,nd1S05305,Right,nd1N00020,N
05305d491,nd1S05305,Left,nd1N00020,N
05305d520,nd1S05305,Right,nd1N00020,N
05306d405,nd1S05306,Left,nd1N00020,N
05306d406,nd1S05306,Right,nd1N00020,N
05306d70,nd1S05306,Right,nd1N00020,N
05306d94,nd1S05306,Left,nd1N00020,N
05308d133,nd1S05308,Left,nd1N00020,N
05308d280,nd1S05308,Left,nd1N00020,N
05308d75,nd1S05308,Right,nd1N00020,N
05310d1169,nd1S05310,Right,nd1N00020,N
05310d1472,nd1S05310,Right,nd1N00020,N
05310d1489,nd1S05310,Left,nd1N00020,N
05310d1490,nd1S05310,Left,nd1N00020,N
05310d1640,nd1S05310,Right,nd1N00020,N
05310d214,nd1S05310,Right,nd1N00020,N
05310d418,nd1S05310,Right,nd1N00020,N
05310d59,nd1S05310,Left,nd1N00020,N
05310d751,nd1S05310,Right,nd1N00020,N
05310d823,nd1S05310,Right,nd1N00020,N
05312d137,nd1S05312,Left,nd1N00020,N
05312d326,nd1S05312,Right,nd1N00020,N
05312d329,nd1S05312,Left,nd1N00020,N
05312d67,nd1S05312,Left,nd1N00020,N
05312d73,nd1S05312,Right,nd1N00020,N
05312d75,nd1S05312,Right,nd1N00020,N
05314d118,nd1S05314,Right,nd1N00020,N
05314d135,nd1S05314,Left,nd1N00020,N
05314d156,nd1S05314,Left,nd1N00020,N
05314d251,nd1S05314,Right,nd1N00020,N
05314d492,nd1S05314,Left,nd1N00020,N
05314d569,nd1S05314,Right,nd1N00020,N
05315d138,nd1S05315,Right,nd1N00020,S
05315d186,nd1S05315,Left,nd1N00020,S
05315d191,nd1S05315,Right,nd1N00020,S
05315d241,nd1S05315,Right,nd1N00020,S
05315d270,nd1S05315,Left,nd1N00020,S
05315d333,nd1S05315,Right,nd1N00020,S
05315d545,nd1S05315,Left,nd1N00020,S
05315d547,nd1S05315,Right,nd1N00020,S
05315d549,nd1S05315,Right,nd1N00020,S
05315d603,nd1S05315,Left,nd1N00020,S
05315d641,nd1S05315,Right,nd1N00020,S
05315d667,nd1S05315,Right,nd1N00020,S
05315d670,nd1S05315,Left,nd1N00020,S
05315d723,nd1S05315,Left,nd1N00020,S
05315d725,nd1S05315,Left,nd1N00020,S
05315d78,nd1S05315,Right,nd1N00020,S
05315d96,nd1S05315,Left,nd1N00020,S
05316d51,nd1S05316,Left,nd1N00020,N
05317d184,nd1S05317,Left,nd1N00020,N
05317d530,nd1S05317,Left,nd1N00020,N
05317d616,nd1S05317,Right,nd1N00020,N
05317d75,nd1S05317,Right,nd1N00020,N
05317d99,nd1S05317,Left,nd1N00020,N
05318d210,nd1S05318,Left,nd1N00020,S
05318d219,nd1S05318,Left,nd1N00020,S
05318d220,nd1S05318,Right,nd1N00020,S
05318d221,nd1S05318,Left,nd1N00020,S
05318d282,nd1S05318,Right,nd1N00020,S
05318d294,nd1S05318,Left,nd1N00020,S
05318d296,nd1S05318,Left,nd1N00020,S
05318d297,nd1S05318,Right,nd1N00020,S
05318d298,nd1S05318,Left,nd1N00020,S
05318d3,nd1S05318,Right,nd1N00020,S
05320d104,nd1S05320,Right,nd1N00020,S
05320d122,nd1S05320,Right,nd1N00020,S
05320d123,nd1S05320,Left,nd1N00020,S
05320d139,nd1S05320,Left,nd1N00020,S
05320d143,nd1S05320,Left,nd1N00020,S
05320d162,nd1S05320,Left,nd1N00020,S
05320d165,nd1S05320,Right,nd1N00020,S
05321d1206,nd1S05321,Left,nd1N00020,N
05321d1207,nd1S05321,Right,nd1N00020,N
05321d1208,nd1S05321,Left,nd1N00020,N
05321d1261,nd1S05321,Right,nd1N00020,N
05321d1263,nd1S05321,Left,nd1N00020,N
05321d166,nd1S05321,Left,nd1N00020,N
05321d170,nd1S05321,Left,nd1N00020,N
05321d188,nd1S05321,Left,nd1N00020,N
05321d357,nd1S05321,Right,nd1N00020,N
05321d536,nd1S05321,Right,nd1N00020,N
05321d544,nd1S05321,Left,nd1N00020,N
05321d860,nd1S05321,Right,nd1N00020,N
05321d885,nd1S05321,Left,nd1N00020,N
05324d158,nd1S05324,Right,nd1N00020,N
05337d117,nd1S05337,Right,nd1N00020,N
05337d134,nd1S05337,Left,nd1N00020,N
05337d144,nd1S05337,Right,nd1N00020,N
05337d214,nd1S05337,Left,nd1N00020,N
05338d114,nd1S05338,Right,nd1N00020,S
05338d116,nd1S05338,Right,nd1N00020,S
05338d119,nd1S05338,Left,nd1N00020,S
05338d147,nd1S05338,Left,nd1N00020,S
05338d210,nd1S05338,Left,nd1N00020,S
05338d322,nd1S05338,Left,nd1N00020,S
05338d324,nd1S05338,Right,nd1N00020,S
05338d394,nd1S05338,Left,nd1N00020,S
05338d423,nd1S05338,Right,nd1N00020,S
05338d426,nd1S05338,Left,nd1N00020,S
05338d457,nd1S05338,Right,nd1N00020,S
05338d485,nd1S05338,Right,nd1N00020,S
05338d486,nd1S05338,Left,nd1N00020,S
05338d511,nd1S05338,Right,nd1N00020,S
05338d79,nd1S05338,Right,nd1N00020,S
05338d80,nd1S05338,Left,nd1N00020,S
05338d82,nd1S05338,Left,nd1N00020,S
05340d66,nd1S05340,Left,nd1N00020,S
05340d67,nd1S05340,Right,nd1N00020,S
05340d69,nd1S05340,Right,nd1N00020,S
05340d71,nd1S05340,Left,nd1N00020,S
05340d76,nd1S05340,Right,nd1N00020,S
05341d136,nd1S05341,Left,nd1N00020,N
05342d83,nd1S05342,Left,nd1N00020,N
05344d186,nd1S05344,Right,nd1N00020,N
05344d213,nd1S05344,Left,nd1N00020,N
05344d218,nd1S05344,Right,nd1N00020,N
05344d513,nd1S05344,Right,nd1N00020,N
05344d570,nd1S05344,Left,nd1N00020,N
05355d101,nd1S05355,Left,nd1N00020,S
05355d80,nd1S05355,Left,nd1N00020,S
05355d93,nd1S05355,Right,nd1N00020,S
05355d94,nd1S05355,Left,nd1N00020,S
05355d96,nd1S05355,Left,nd1N00020,S
05364d102,nd1S05364,Right,nd1N00020,N
05364d79,nd1S05364,Left,nd1N00020,N
05364d80,nd1S05364,Right,nd1N00020,N
05366d149,nd1S05366,Left,nd1N00020,S
05366d153,nd1S05366,Left,nd1N00020,S
05366d154,nd1S05366,Right,nd1N00020,S
05366d179,nd1S05366,Right,nd1N00020,S
05366d180,nd1S05366,Left,nd1N00020,S
05366d181,nd1S05366,Right,nd1N00020,S
05366d213,nd1S05366,Right,nd1N00020,S
05366d265,nd1S05366,Right,nd1N00020,S
05366d273,nd1S05366,Right,nd1N00020,S
05366d435,nd1S05366,Left,nd1N00020,S
05366d438,nd1S05366,Right,nd1N00020,S
05366d495,nd1S05366,Left,nd1N00020,S
05366d504,nd1S05366,Left,nd1N00020,S
05366d533,nd1S05366,Right,nd1N00020,S
05366d584,nd1S05366,Right,nd1N00020,S
05366d586,nd1S05366,Right,nd1N00020,S
05366d716,nd1S05366,Right,nd1N00020,S
05366d720,nd1S05366,Right,nd1N00020,S
