sequenceid,subjectid,eye,sensorid,contacts
05310d1461,nd1S05310,Right,nd1N00049,N
05312d339,nd1S05312,Right,nd1N00049,N
05312d685,nd1S05312,Left,nd1N00049,N
05312d687,nd1S05312,Left,nd1N00049,N
05321d1063,nd1S05321,Left,nd1N00049,N
05321d1064,nd1S05321,Left,nd1N00049,N
05321d1230,nd1S05321,Right,nd1N00049,N
05321d1253,nd1S05321,Left,nd1N00049,N
05321d1656,nd1S05321,Left,nd1N00049,N
05368d1111,nd1S05368,Left,nd1N00049,N
05368d1155,nd1S05368,Right,nd1N00049,N
05368d1157,nd1S05368,Right,nd1N00049,N
05379d1174,nd1S05379,Right,nd1N00049,N
05379d1256,nd1S05379,Right,nd1N00049,N
05379d1322,nd1S05379,Left,nd1N00049,N
05379d1446,nd1S05379,Right,nd1N00049,N
05379d1447,nd1S05379,Right,nd1N00049,N
05403d260,nd1S05403,Right,nd1N00049,N
05406d1003,nd1S05406,Left,nd1N00049,T
05406d1004,nd1S05406,Left,nd1N00049,T
05406d1005,nd1S05406,Left,nd1N00049,T
05406d1006,nd1S05406,Left,nd1N00049,T
05406d1007,nd1S05406,Right,nd1N00049,T
05406d1008,nd1S05406,Right,nd1N00049,T
05406d1009,nd1S05406,Right,nd1N00049,T
05406d1010,nd1S05406,Right,nd1N00049,T
05406d1336,nd1S05406,Left,nd1N00049,T
05406d1337,nd1S05406,Left,nd1N00049,T
05406d1338,nd1S05406,Left,nd1N00049,T
05406d1339,nd1S05406,Left,nd1N00049,T
05406d1340,nd1S05406,Right,nd1N00049,T
05406d1341,nd1S05406,Right,nd1N00049,T
05406d1342,nd1S05406,Right,nd1N00049,T
05406d1343,nd1S05406,Right,nd1N00049,T
05406d1378,nd1S05406,Right,nd1N00049,T
05406d1379,nd1S05406,Right,nd1N00049,T
05406d1380,nd1S05406,Right,nd1N00049,T
05406d1381,nd1S05406,Right,nd1N00049,T
05406d1382,nd1S05406,Left,nd1N00049,T
05406d1383,nd1S05406,Left,nd1N00049,T
05406d1384,nd1S05406,Left,nd1N00049,T
05406d1385,nd1S05406,Left,nd1N00049,T
05406d1518,nd1S05406,Left,nd1N00049,T
05406d1519,nd1S05406,Left,nd1N00049,T
05406d1520,nd1S05406,Left,nd1N00049,T
05406d1521,nd1S05406,Left,nd1N00049,T
05406d1522,nd1S05406,Right,nd1N00049,T
05406d1523,nd1S05406,Right,nd1N00049,T
05406d1524,nd1S05406,Right,nd1N00049,T
05406d1525,nd1S05406,Right,nd1N00049,T
05406d716,nd1S05406,Left,nd1N00049,T
05406d717,nd1S05406,Left,nd1N00049,T
05406d718,nd1S05406,Left,nd1N00049,T
05406d719,nd1S05406,Left,nd1N00049,T
05406d720,nd1S05406,Right,nd1N00049,T
05406d721,nd1S05406,Right,nd1N00049,T
05406d722,nd1S05406,Right,nd1N00049,T
05406d723,nd1S05406,Right,nd1N00049,T
05406d791,nd1S05406,Left,nd1N00049,T
05406d792,nd1S05406,Left,nd1N00049,T
05406d793,nd1S05406,Left,nd1N00049,T
05406d794,nd1S05406,Left,nd1N00049,T
05406d795,nd1S05406,Right,nd1N00049,T
05406d796,nd1S05406,Right,nd1N00049,T
05406d797,nd1S05406,Right,nd1N00049,T
05406d798,nd1S05406,Right,nd1N00049,T
05406d878,nd1S05406,Left,nd1N00049,T
05406d879,nd1S05406,Left,nd1N00049,T
05406d880,nd1S05406,Left,nd1N00049,T
05406d881,nd1S05406,Left,nd1N00049,T
05406d882,nd1S05406,Right,nd1N00049,T
05406d883,nd1S05406,Right,nd1N00049,T
05406d884,nd1S05406,Right,nd1N00049,T
05406d885,nd1S05406,Right,nd1N00049,T
05406d918,nd1S05406,Left,nd1N00049,T
05406d919,nd1S05406,Left,nd1N00049,T
05406d920,nd1S05406,Left,nd1N00049,T
05406d921,nd1S05406,Left,nd1N00049,T
05406d922,nd1S05406,Right,nd1N00049,T
05406d923,nd1S05406,Right,nd1N00049,T
05406d924,nd1S05406,Right,nd1N00049,T
05406d925,nd1S05406,Right,nd1N00049,T
05407d1078,nd1S05407,Left,nd1N00049,S
05407d1080,nd1S05407,Left,nd1N00049,S
05407d1158,nd1S05407,Left,nd1N00049,S
05407d1161,nd1S05407,Left,nd1N00049,S
05407d1162,nd1S05407,Right,nd1N00049,S
05407d1401,nd1S05407,Left,nd1N00049,S
05407d1403,nd1S05407,Right,nd1N00049,S
05407d1445,nd1S05407,Right,nd1N00049,S
05407d1492,nd1S05407,Right,nd1N00049,S
05407d1493,nd1S05407,Right,nd1N00049,S
05407d1591,nd1S05407,Left,nd1N00049,S
05408d1188,nd1S05408,Right,nd1N00049,N
05408d951,nd1S05408,Left,nd1N00049,N
05408d954,nd1S05408,Right,nd1N00049,N
05409d1304,nd1S05409,Right,nd1N00049,N
05409d1462,nd1S05409,Right,nd1N00049,N
05409d1561,nd1S05409,Right,nd1N00049,N
05415d1100,nd1S05415,Left,nd1N00049,N
05415d1103,nd1S05415,Left,nd1N00049,N
05415d1533,nd1S05415,Right,nd1N00049,N
05415d1699,nd1S05415,Left,nd1N00049,N
05421d1029,nd1S05421,Left,nd1N00049,T
05421d1030,nd1S05421,Left,nd1N00049,T
05421d1031,nd1S05421,Left,nd1N00049,T
05421d1032,nd1S05421,Left,nd1N00049,T
05421d1033,nd1S05421,Right,nd1N00049,T
05421d1034,nd1S05421,Right,nd1N00049,T
05421d1035,nd1S05421,Right,nd1N00049,T
05421d1036,nd1S05421,Right,nd1N00049,T
05421d510,nd1S05421,Left,nd1N00049,T
05421d511,nd1S05421,Left,nd1N00049,T
05421d512,nd1S05421,Left,nd1N00049,T
05421d513,nd1S05421,Left,nd1N00049,T
05421d514,nd1S05421,Right,nd1N00049,T
05421d515,nd1S05421,Right,nd1N00049,T
05421d516,nd1S05421,Right,nd1N00049,T
05421d517,nd1S05421,Right,nd1N00049,T
05421d589,nd1S05421,Left,nd1N00049,T
05421d590,nd1S05421,Left,nd1N00049,T
05421d591,nd1S05421,Left,nd1N00049,T
05421d592,nd1S05421,Left,nd1N00049,T
05421d593,nd1S05421,Right,nd1N00049,T
05421d594,nd1S05421,Right,nd1N00049,T
05421d595,nd1S05421,Right,nd1N00049,T
05421d596,nd1S05421,Right,nd1N00049,T
05421d842,nd1S05421,Left,nd1N00049,T
05421d843,nd1S05421,Left,nd1N00049,T
05421d844,nd1S05421,Left,nd1N00049,T
05421d845,nd1S05421,Left,nd1N00049,T
05421d846,nd1S05421,Right,nd1N00049,T
05421d847,nd1S05421,Right,nd1N00049,T
05421d848,nd1S05421,Right,nd1N00049,T
05421d849,nd1S05421,Right,nd1N00049,T
05421d884,nd1S05421,Left,nd1N00049,T
05421d885,nd1S05421,Left,nd1N00049,T
05421d886,nd1S05421,Left,nd1N00049,T
05421d887,nd1S05421,Left,nd1N00049,T
05421d888,nd1S05421,Right,nd1N00049,T
05421d889,nd1S05421,Right,nd1N00049,T
05421d890,nd1S05421,Right,nd1N00049,T
05421d891,nd1S05421,Right,nd1N00049,T
05421d906,nd1S05421,Right,nd1N00049,T
05421d907,nd1S05421,Right,nd1N00049,T
05421d908,nd1S05421,Right,nd1N00049,T
05421d909,nd1S05421,Right,nd1N00049,T
05421d910,nd1S05421,Left,nd1N00049,T
05421d911,nd1S05421,Left,nd1N00049,T
05421d912,nd1S05421,Left,nd1N00049,T
05421d913,nd1S05421,Left,nd1N00049,T
05432d1082,nd1S05432,Left,nd1N00049,N
05432d1164,nd1S05432,Right,nd1N00049,N
05432d1552,nd1S05432,Left,nd1N00049,N
05432d1553,nd1S05432,Left,nd1N00049,N
05432d1752,nd1S05432,Left,nd1N00049,N
05432d1825,nd1S05432,Right,nd1N00049,N
05432d1833,nd1S05432,Right,nd1N00049,N
05432d1870,nd1S05432,Left,nd1N00049,N
05432d1871,nd1S05432,Left,nd1N00049,N
05432d1874,nd1S05432,Right,nd1N00049,N
05432d1876,nd1S05432,Right,nd1N00049,N
05450d1225,nd1S05450,Left,nd1N00049,N
05450d1227,nd1S05450,Left,nd1N00049,N
05450d1231,nd1S05450,Right,nd1N00049,N
05450d1413,nd1S05450,Left,nd1N00049,N
05455d1162,nd1S05455,Left,nd1N00049,N
05455d1167,nd1S05455,Right,nd1N00049,N
05455d1705,nd1S05455,Left,nd1N00049,N
05455d1904,nd1S05455,Left,nd1N00049,N
05455d1906,nd1S05455,Left,nd1N00049,N
05456d1373,nd1S05456,Left,nd1N00049,N
05456d1379,nd1S05456,Right,nd1N00049,N
05456d1460,nd1S05456,Left,nd1N00049,N
05456d1462,nd1S05456,Left,nd1N00049,N
05456d1816,nd1S05456,Left,nd1N00049,N
05496d1067,nd1S05496,Left,nd1N00049,S
05496d1069,nd1S05496,Left,nd1N00049,S
05496d1157,nd1S05496,Right,nd1N00049,S
05496d1199,nd1S05496,Right,nd1N00049,S
05496d1275,nd1S05496,Left,nd1N00049,S
05496d1278,nd1S05496,Right,nd1N00049,S
05496d1279,nd1S05496,Right,nd1N00049,S
05496d1523,nd1S05496,Left,nd1N00049,S
05496d1524,nd1S05496,Left,nd1N00049,S
05496d1525,nd1S05496,Left,nd1N00049,S
05496d1528,nd1S05496,Right,nd1N00049,S
05496d1545,nd1S05496,Left,nd1N00049,S
05496d1546,nd1S05496,Left,nd1N00049,S
05496d1547,nd1S05496,Left,nd1N00049,S
05496d1607,nd1S05496,Left,nd1N00049,S
05496d1703,nd1S05496,Left,nd1N00049,S
05496d1704,nd1S05496,Left,nd1N00049,S
05496d1707,nd1S05496,Right,nd1N00049,S
05496d1708,nd1S05496,Right,nd1N00049,S
05517d650,nd1S05517,Right,nd1N00049,N
05517d800,nd1S05517,Right,nd1N00049,N
05517d837,nd1S05517,Left,nd1N00049,N
05517d839,nd1S05517,Right,nd1N00049,N
05541d1419,nd1S05541,Right,nd1N00049,N
05541d759,nd1S05541,Left,nd1N00049,N
05541d876,nd1S05541,Left,nd1N00049,N
05541d904,nd1S05541,Left,nd1N00049,N
05541d907,nd1S05541,Right,nd1N00049,N
05547d193,nd1S05547,Left,nd1N00049,T
05547d194,nd1S05547,Left,nd1N00049,T
05547d195,nd1S05547,Left,nd1N00049,T
05547d196,nd1S05547,Left,nd1N00049,T
05547d197,nd1S05547,Right,nd1N00049,T
05547d198,nd1S05547,Right,nd1N00049,T
05547d199,nd1S05547,Right,nd1N00049,T
05547d200,nd1S05547,Right,nd1N00049,T
05547d297,nd1S05547,Left,nd1N00049,T
05547d298,nd1S05547,Left,nd1N00049,T
05547d299,nd1S05547,Left,nd1N00049,T
05547d300,nd1S05547,Left,nd1N00049,T
05547d301,nd1S05547,Right,nd1N00049,T
05547d302,nd1S05547,Right,nd1N00049,T
05547d303,nd1S05547,Right,nd1N00049,T
05547d304,nd1S05547,Right,nd1N00049,T
05547d317,nd1S05547,Left,nd1N00049,T
05547d318,nd1S05547,Left,nd1N00049,T
05547d319,nd1S05547,Left,nd1N00049,T
05547d320,nd1S05547,Left,nd1N00049,T
05547d321,nd1S05547,Right,nd1N00049,T
05547d322,nd1S05547,Right,nd1N00049,T
05547d323,nd1S05547,Right,nd1N00049,T
05547d324,nd1S05547,Right,nd1N00049,T
05547d584,nd1S05547,Left,nd1N00049,T
05547d585,nd1S05547,Left,nd1N00049,T
05547d586,nd1S05547,Left,nd1N00049,T
05547d587,nd1S05547,Left,nd1N00049,T
05547d588,nd1S05547,Right,nd1N00049,T
05547d589,nd1S05547,Right,nd1N00049,T
05547d590,nd1S05547,Right,nd1N00049,T
05547d591,nd1S05547,Right,nd1N00049,T
05547d626,nd1S05547,Left,nd1N00049,T
05547d627,nd1S05547,Left,nd1N00049,T
05547d628,nd1S05547,Left,nd1N00049,T
05547d629,nd1S05547,Left,nd1N00049,T
05547d630,nd1S05547,Right,nd1N00049,T
05547d631,nd1S05547,Right,nd1N00049,T
05547d632,nd1S05547,Right,nd1N00049,T
05547d633,nd1S05547,Right,nd1N00049,T
05547d676,nd1S05547,Left,nd1N00049,T
05547d677,nd1S05547,Left,nd1N00049,T
05547d678,nd1S05547,Left,nd1N00049,T
05547d679,nd1S05547,Left,nd1N00049,T
05547d680,nd1S05547,Right,nd1N00049,T
05547d681,nd1S05547,Right,nd1N00049,T
05547d682,nd1S05547,Right,nd1N00049,T
05547d683,nd1S05547,Right,nd1N00049,T
05547d781,nd1S05547,Left,nd1N00049,T
05547d782,nd1S05547,Left,nd1N00049,T
05547d783,nd1S05547,Left,nd1N00049,T
05547d784,nd1S05547,Left,nd1N00049,T
05547d785,nd1S05547,Right,nd1N00049,T
05547d786,nd1S05547,Right,nd1N00049,T
05547d787,nd1S05547,Right,nd1N00049,T
05547d788,nd1S05547,Right,nd1N00049,T
05555d1034,nd1S05555,Right,nd1N00049,S
05555d1036,nd1S05555,Right,nd1N00049,S
05555d1112,nd1S05555,Left,nd1N00049,S
05555d1115,nd1S05555,Left,nd1N00049,S
05555d1118,nd1S05555,Right,nd1N00049,S
05555d1152,nd1S05555,Left,nd1N00049,S
05555d1153,nd1S05555,Left,nd1N00049,S
05555d1154,nd1S05555,Left,nd1N00049,S
05555d1155,nd1S05555,Left,nd1N00049,S
05555d1159,nd1S05555,Right,nd1N00049,S
05555d1295,nd1S05555,Right,nd1N00049,S
05555d1394,nd1S05555,Left,nd1N00049,S
05555d1398,nd1S05555,Right,nd1N00049,S
05559d987,nd1S05559,Left,nd1N00049,N
05587d256,nd1S05587,Left,nd1N00049,N
05587d882,nd1S05587,Left,nd1N00049,N
05603d1109,nd1S05603,Left,nd1N00049,S
05603d1112,nd1S05603,Right,nd1N00049,S
05603d1216,nd1S05603,Left,nd1N00049,S
05603d1240,nd1S05603,Left,nd1N00049,S
05603d1241,nd1S05603,Right,nd1N00049,S
05603d1448,nd1S05603,Left,nd1N00049,S
05603d1450,nd1S05603,Right,nd1N00049,S
05603d1453,nd1S05603,Right,nd1N00049,S
05603d1468,nd1S05603,Right,nd1N00049,S
05603d1469,nd1S05603,Right,nd1N00049,S
05603d1470,nd1S05603,Right,nd1N00049,S
05603d1473,nd1S05603,Left,nd1N00049,S
05603d1475,nd1S05603,Left,nd1N00049,S
05603d1592,nd1S05603,Left,nd1N00049,S
05603d1594,nd1S05603,Right,nd1N00049,S
05603d1595,nd1S05603,Right,nd1N00049,S
05615d796,nd1S05615,Left,nd1N00049,N
05615d975,nd1S05615,Right,nd1N00049,N
05616d1171,nd1S05616,Right,nd1N00049,N
05616d1423,nd1S05616,Left,nd1N00049,N
05616d1426,nd1S05616,Left,nd1N00049,N
05618d1138,nd1S05618,Left,nd1N00049,N
05618d1139,nd1S05618,Left,nd1N00049,N
05618d1144,nd1S05618,Right,nd1N00049,N
05618d1208,nd1S05618,Left,nd1N00049,N
05618d1300,nd1S05618,Right,nd1N00049,N
05618d1605,nd1S05618,Right,nd1N00049,N
05619d1016,nd1S05619,Left,nd1N00049,N
05619d1058,nd1S05619,Left,nd1N00049,N
05619d1062,nd1S05619,Right,nd1N00049,N
05619d1063,nd1S05619,Right,nd1N00049,N
05619d1138,nd1S05619,Right,nd1N00049,N
05619d1261,nd1S05619,Right,nd1N00049,N
05619d1534,nd1S05619,Left,nd1N00049,N
05619d1554,nd1S05619,Right,nd1N00049,N
05622d1249,nd1S05622,Left,nd1N00049,N
05622d1253,nd1S05622,Right,nd1N00049,N
05622d907,nd1S05622,Right,nd1N00049,N
05624d780,nd1S05624,Left,nd1N00049,N
05624d786,nd1S05624,Right,nd1N00049,N
05629d715,nd1S05629,Left,nd1N00049,N
05638d459,nd1S05638,Left,nd1N00049,S
05638d460,nd1S05638,Left,nd1N00049,S
05638d461,nd1S05638,Right,nd1N00049,S
05638d463,nd1S05638,Right,nd1N00049,S
05638d464,nd1S05638,Right,nd1N00049,S
05638d500,nd1S05638,Left,nd1N00049,S
05638d502,nd1S05638,Left,nd1N00049,S
05638d505,nd1S05638,Right,nd1N00049,S
05642d1209,nd1S05642,Left,nd1N00049,N
05642d579,nd1S05642,Left,nd1N00049,N
05642d727,nd1S05642,Left,nd1N00049,N
05642d769,nd1S05642,Left,nd1N00049,N
05642d771,nd1S05642,Right,nd1N00049,N
05659d853,nd1S05659,Right,nd1N00049,N
05661d717,nd1S05661,Left,nd1N00049,N
05661d721,nd1S05661,Right,nd1N00049,N
05661d793,nd1S05661,Right,nd1N00049,N
05663d1043,nd1S05663,Left,nd1N00049,N
05663d1047,nd1S05663,Right,nd1N00049,N
05663d1107,nd1S05663,Left,nd1N00049,N
05663d1418,nd1S05663,Left,nd1N00049,N
05664d1219,nd1S05664,Right,nd1N00049,N
05669d1107,nd1S05669,Left,nd1N00049,N
05669d904,nd1S05669,Right,nd1N00049,N
05669d971,nd1S05669,Left,nd1N00049,N
05671d1632,nd1S05671,Right,nd1N00049,N
05671d926,nd1S05671,Right,nd1N00049,N
05671d928,nd1S05671,Right,nd1N00049,N
05672d507,nd1S05672,Left,nd1N00049,S
05672d509,nd1S05672,Left,nd1N00049,S
05672d583,nd1S05672,Left,nd1N00049,S
05672d586,nd1S05672,Right,nd1N00049,S
05672d587,nd1S05672,Right,nd1N00049,S
05672d623,nd1S05672,Left,nd1N00049,S
05672d823,nd1S05672,Right,nd1N00049,S
05672d826,nd1S05672,Right,nd1N00049,S
05672d862,nd1S05672,Left,nd1N00049,S
05672d863,nd1S05672,Left,nd1N00049,S
05672d865,nd1S05672,Right,nd1N00049,S
05672d866,nd1S05672,Right,nd1N00049,S
05672d868,nd1S05672,Right,nd1N00049,S
05672d959,nd1S05672,Left,nd1N00049,S
05672d962,nd1S05672,Left,nd1N00049,S
05672d963,nd1S05672,Right,nd1N00049,S
05672d965,nd1S05672,Right,nd1N00049,S
05672d966,nd1S05672,Right,nd1N00049,S
05673d1211,nd1S05673,Left,nd1N00049,N
05673d1279,nd1S05673,Left,nd1N00049,N
05673d756,nd1S05673,Left,nd1N00049,N
05673d841,nd1S05673,Right,nd1N00049,N
05673d881,nd1S05673,Right,nd1N00049,N
05673d883,nd1S05673,Right,nd1N00049,N
05674d1267,nd1S05674,Left,nd1N00049,S
05674d1315,nd1S05674,Right,nd1N00049,S
05674d1425,nd1S05674,Left,nd1N00049,S
05674d1428,nd1S05674,Right,nd1N00049,S
05674d1429,nd1S05674,Right,nd1N00049,S
05674d1431,nd1S05674,Right,nd1N00049,S
05674d876,nd1S05674,Left,nd1N00049,S
05674d945,nd1S05674,Left,nd1N00049,S
05674d947,nd1S05674,Left,nd1N00049,S
05674d985,nd1S05674,Left,nd1N00049,S
05674d987,nd1S05674,Left,nd1N00049,S
05675d1014,nd1S05675,Right,nd1N00049,S
05675d1015,nd1S05675,Right,nd1N00049,S
05675d1216,nd1S05675,Right,nd1N00049,S
05675d1217,nd1S05675,Right,nd1N00049,S
05675d1255,nd1S05675,Left,nd1N00049,S
05675d1258,nd1S05675,Right,nd1N00049,S
05675d1260,nd1S05675,Right,nd1N00049,S
05675d1365,nd1S05675,Left,nd1N00049,S
05675d1367,nd1S05675,Left,nd1N00049,S
05675d1369,nd1S05675,Right,nd1N00049,S
05675d804,nd1S05675,Left,nd1N00049,S
05675d805,nd1S05675,Left,nd1N00049,S
05675d807,nd1S05675,Right,nd1N00049,S
05675d932,nd1S05675,Left,nd1N00049,S
05675d933,nd1S05675,Left,nd1N00049,S
05675d934,nd1S05675,Left,nd1N00049,S
05675d935,nd1S05675,Right,nd1N00049,S
05675d936,nd1S05675,Right,nd1N00049,S
05675d938,nd1S05675,Right,nd1N00049,S
05679d1088,nd1S05679,Left,nd1N00049,S
05679d1089,nd1S05679,Left,nd1N00049,S
05679d1090,nd1S05679,Right,nd1N00049,S
05679d1092,nd1S05679,Right,nd1N00049,S
05679d419,nd1S05679,Left,nd1N00049,S
05679d420,nd1S05679,Left,nd1N00049,S
05679d421,nd1S05679,Left,nd1N00049,S
05679d485,nd1S05679,Left,nd1N00049,S
05679d492,nd1S05679,Right,nd1N00049,S
05679d594,nd1S05679,Left,nd1N00049,S
05679d595,nd1S05679,Left,nd1N00049,S
05679d597,nd1S05679,Right,nd1N00049,S
05679d600,nd1S05679,Right,nd1N00049,S
05679d633,nd1S05679,Left,nd1N00049,S
05679d636,nd1S05679,Left,nd1N00049,S
05679d638,nd1S05679,Right,nd1N00049,S
05679d639,nd1S05679,Right,nd1N00049,S
05679d891,nd1S05679,Left,nd1N00049,S
05679d892,nd1S05679,Left,nd1N00049,S
05679d893,nd1S05679,Left,nd1N00049,S
05679d894,nd1S05679,Left,nd1N00049,S
05679d896,nd1S05679,Right,nd1N00049,S
05679d922,nd1S05679,Right,nd1N00049,S
05679d923,nd1S05679,Right,nd1N00049,S
05679d957,nd1S05679,Right,nd1N00049,S
05679d958,nd1S05679,Right,nd1N00049,S
05679d961,nd1S05679,Left,nd1N00049,S
05695d1324,nd1S05695,Left,nd1N00049,S
05695d1325,nd1S05695,Left,nd1N00049,S
05695d1328,nd1S05695,Right,nd1N00049,S
05695d1374,nd1S05695,Left,nd1N00049,S
05695d1377,nd1S05695,Left,nd1N00049,S
05695d1379,nd1S05695,Right,nd1N00049,S
05695d1380,nd1S05695,Right,nd1N00049,S
05695d1489,nd1S05695,Left,nd1N00049,S
05695d1490,nd1S05695,Left,nd1N00049,S
05695d739,nd1S05695,Left,nd1N00049,S
05695d744,nd1S05695,Right,nd1N00049,S
05695d783,nd1S05695,Left,nd1N00049,S
05695d868,nd1S05695,Right,nd1N00049,S
05695d901,nd1S05695,Left,nd1N00049,S
05695d904,nd1S05695,Left,nd1N00049,S
05695d908,nd1S05695,Right,nd1N00049,S
05695d992,nd1S05695,Right,nd1N00049,S
05695d993,nd1S05695,Right,nd1N00049,S
05695d995,nd1S05695,Right,nd1N00049,S
05696d1002,nd1S05696,Right,nd1N00049,S
05696d1299,nd1S05696,Right,nd1N00049,S
05696d1461,nd1S05696,Left,nd1N00049,S
05696d1463,nd1S05696,Left,nd1N00049,S
05696d1464,nd1S05696,Right,nd1N00049,S
05696d1465,nd1S05696,Right,nd1N00049,S
05696d893,nd1S05696,Right,nd1N00049,S
05697d1225,nd1S05697,Left,nd1N00049,N
05697d1230,nd1S05697,Right,nd1N00049,N
05697d1289,nd1S05697,Right,nd1N00049,N
05697d1291,nd1S05697,Right,nd1N00049,N
05697d757,nd1S05697,Left,nd1N00049,N
05697d762,nd1S05697,Right,nd1N00049,N
05697d839,nd1S05697,Right,nd1N00049,N
05697d876,nd1S05697,Left,nd1N00049,N
05697d877,nd1S05697,Right,nd1N00049,N
05705d1083,nd1S05705,Left,nd1N00049,N
05705d1085,nd1S05705,Left,nd1N00049,N
05705d1088,nd1S05705,Right,nd1N00049,N
05705d1181,nd1S05705,Left,nd1N00049,N
05705d1450,nd1S05705,Left,nd1N00049,N
05705d1454,nd1S05705,Right,nd1N00049,N
05705d1499,nd1S05705,Right,nd1N00049,N
05705d1633,nd1S05705,Left,nd1N00049,N
05705d1638,nd1S05705,Right,nd1N00049,N
05705d888,nd1S05705,Left,nd1N00049,N
05708d1019,nd1S05708,Left,nd1N00049,N
05708d643,nd1S05708,Right,nd1N00049,N
05708d711,nd1S05708,Left,nd1N00049,N
05708d712,nd1S05708,Left,nd1N00049,N
05708d713,nd1S05708,Left,nd1N00049,N
05708d926,nd1S05708,Left,nd1N00049,N
05713d575,nd1S05713,Right,nd1N00049,N
05713d576,nd1S05713,Right,nd1N00049,N
05713d859,nd1S05713,Right,nd1N00049,N
05713d880,nd1S05713,Left,nd1N00049,N
