sequenceid,subjectid,eye,sensorid,contacts
04252d1167,nd1S04252,Right,nd1N00074,S
04252d1168,nd1S04252,Right,nd1N00074,S
04252d1169,nd1S04252,Right,nd1N00074,S
04252d1170,nd1S04252,Right,nd1N00074,S
04252d1171,nd1S04252,Right,nd1N00074,S
04252d1172,nd1S04252,Right,nd1N00074,S
04252d504,nd1S04252,Left,nd1N00074,S
04252d505,nd1S04252,Left,nd1N00074,S
04252d506,nd1S04252,Left,nd1N00074,S
04252d507,nd1S04252,Left,nd1N00074,S
04252d508,nd1S04252,Left,nd1N00074,S
04252d509,nd1S04252,Left,nd1N00074,S
04252d510,nd1S04252,Right,nd1N00074,S
04252d511,nd1S04252,Right,nd1N00074,S
04252d512,nd1S04252,Right,nd1N00074,S
04252d513,nd1S04252,Right,nd1N00074,S
04252d514,nd1S04252,Right,nd1N00074,S
04252d515,nd1S04252,Right,nd1N00074,S
04252d616,nd1S04252,Left,nd1N00074,S
04252d617,nd1S04252,Left,nd1N00074,S
04252d618,nd1S04252,Left,nd1N00074,S
04252d619,nd1S04252,Left,nd1N00074,S
04252d620,nd1S04252,Left,nd1N00074,S
04252d621,nd1S04252,Left,nd1N00074,S
04252d622,nd1S04252,Right,nd1N00074,S
04252d623,nd1S04252,Right,nd1N00074,S
04252d624,nd1S04252,Right,nd1N00074,S
04252d625,nd1S04252,Right,nd1N00074,S
04252d626,nd1S04252,Right,nd1N00074,S
04252d627,nd1S04252,Right,nd1N00074,S
04252d745,nd1S04252,Left,nd1N00074,S
04252d746,nd1S04252,Left,nd1N00074,S
04252d747,nd1S04252,Left,nd1N00074,S
04252d748,nd1S04252,Left,nd1N00074,S
04252d749,nd1S04252,Left,nd1N00074,S
04252d750,nd1S04252,Left,nd1N00074,S
04252d751,nd1S04252,Right,nd1N00074,S
04252d752,nd1S04252,Right,nd1N00074,S
04252d753,nd1S04252,Right,nd1N00074,S
04252d754,nd1S04252,Right,nd1N00074,S
04252d755,nd1S04252,Right,nd1N00074,S
04252d756,nd1S04252,Right,nd1N00074,S
04252d763,nd1S04252,Left,nd1N00074,S
04252d764,nd1S04252,Left,nd1N00074,S
04252d765,nd1S04252,Left,nd1N00074,S
04252d766,nd1S04252,Left,nd1N00074,S
04252d767,nd1S04252,Left,nd1N00074,S
04252d768,nd1S04252,Left,nd1N00074,S
04252d769,nd1S04252,Right,nd1N00074,S
04252d770,nd1S04252,Right,nd1N00074,S
04252d771,nd1S04252,Right,nd1N00074,S
04252d772,nd1S04252,Right,nd1N00074,S
04252d773,nd1S04252,Right,nd1N00074,S
04252d774,nd1S04252,Right,nd1N00074,S
04252d949,nd1S04252,Left,nd1N00074,S
04252d950,nd1S04252,Left,nd1N00074,S
04252d951,nd1S04252,Left,nd1N00074,S
04252d952,nd1S04252,Left,nd1N00074,S
04252d953,nd1S04252,Left,nd1N00074,S
04252d954,nd1S04252,Left,nd1N00074,S
04252d955,nd1S04252,Right,nd1N00074,S
04252d956,nd1S04252,Right,nd1N00074,S
04252d957,nd1S04252,Right,nd1N00074,S
04252d958,nd1S04252,Right,nd1N00074,S
04252d959,nd1S04252,Right,nd1N00074,S
04252d960,nd1S04252,Right,nd1N00074,S
04252d975,nd1S04252,Left,nd1N00074,S
04252d976,nd1S04252,Left,nd1N00074,S
04252d977,nd1S04252,Left,nd1N00074,S
04252d978,nd1S04252,Left,nd1N00074,S
04252d979,nd1S04252,Left,nd1N00074,S
04252d980,nd1S04252,Left,nd1N00074,S
04252d981,nd1S04252,Right,nd1N00074,S
04252d982,nd1S04252,Right,nd1N00074,S
04252d983,nd1S04252,Right,nd1N00074,S
04252d984,nd1S04252,Right,nd1N00074,S
04252d985,nd1S04252,Right,nd1N00074,S
04252d986,nd1S04252,Right,nd1N00074,S
04261d2178,nd1S04261,Left,nd1N00074,N
04261d2196,nd1S04261,Left,nd1N00074,N
04261d2203,nd1S04261,Left,nd1N00074,N
04261d2211,nd1S04261,Left,nd1N00074,N
04261d2240,nd1S04261,Left,nd1N00074,N
04261d2245,nd1S04261,Left,nd1N00074,N
04261d2259,nd1S04261,Right,nd1N00074,N
04261d2264,nd1S04261,Right,nd1N00074,N
04261d2265,nd1S04261,Right,nd1N00074,N
04261d2266,nd1S04261,Right,nd1N00074,N
04261d2271,nd1S04261,Right,nd1N00074,N
04261d2272,nd1S04261,Right,nd1N00074,N
04261d2279,nd1S04261,Right,nd1N00074,N
04261d2280,nd1S04261,Right,nd1N00074,N
04261d2283,nd1S04261,Right,nd1N00074,N
04261d2291,nd1S04261,Right,nd1N00074,N
04261d2297,nd1S04261,Right,nd1N00074,N
04261d2304,nd1S04261,Right,nd1N00074,N
04261d2306,nd1S04261,Right,nd1N00074,N
04261d2312,nd1S04261,Right,nd1N00074,N
04261d2327,nd1S04261,Right,nd1N00074,N
04261d2332,nd1S04261,Right,nd1N00074,N
04261d2338,nd1S04261,Left,nd1N00074,N
04261d2346,nd1S04261,Left,nd1N00074,N
04261d2352,nd1S04261,Left,nd1N00074,N
04261d2357,nd1S04261,Left,nd1N00074,N
04261d2362,nd1S04261,Left,nd1N00074,N
04261d2367,nd1S04261,Left,nd1N00074,N
04261d2369,nd1S04261,Left,nd1N00074,N
04261d2371,nd1S04261,Left,nd1N00074,N
04261d2373,nd1S04261,Left,nd1N00074,N
04261d2376,nd1S04261,Left,nd1N00074,N
04261d2385,nd1S04261,Left,nd1N00074,N
04261d2387,nd1S04261,Left,nd1N00074,N
04261d2393,nd1S04261,Left,nd1N00074,N
04261d2394,nd1S04261,Left,nd1N00074,N
04261d2397,nd1S04261,Left,nd1N00074,N
04261d2401,nd1S04261,Left,nd1N00074,N
04261d2407,nd1S04261,Left,nd1N00074,N
04261d2416,nd1S04261,Right,nd1N00074,N
04261d2417,nd1S04261,Right,nd1N00074,N
04261d2423,nd1S04261,Right,nd1N00074,N
04261d2429,nd1S04261,Right,nd1N00074,N
04261d2433,nd1S04261,Right,nd1N00074,N
04261d2440,nd1S04261,Right,nd1N00074,N
04261d2444,nd1S04261,Right,nd1N00074,N
04261d2446,nd1S04261,Right,nd1N00074,N
04261d2449,nd1S04261,Right,nd1N00074,N
04261d2452,nd1S04261,Right,nd1N00074,N
04261d2454,nd1S04261,Right,nd1N00074,N
04261d2460,nd1S04261,Right,nd1N00074,N
04261d2471,nd1S04261,Right,nd1N00074,N
04261d2477,nd1S04261,Right,nd1N00074,N
04261d2482,nd1S04261,Right,nd1N00074,N
04261d2484,nd1S04261,Right,nd1N00074,N
04261d2491,nd1S04261,Right,nd1N00074,N
04261d2493,nd1S04261,Right,nd1N00074,N
04261d2498,nd1S04261,Left,nd1N00074,N
04261d2501,nd1S04261,Left,nd1N00074,N
04261d2508,nd1S04261,Left,nd1N00074,N
04261d2516,nd1S04261,Left,nd1N00074,N
04261d2520,nd1S04261,Left,nd1N00074,N
04261d2522,nd1S04261,Left,nd1N00074,N
04261d2524,nd1S04261,Left,nd1N00074,N
04261d2533,nd1S04261,Left,nd1N00074,N
04261d2543,nd1S04261,Left,nd1N00074,N
04261d2548,nd1S04261,Left,nd1N00074,N
04261d2550,nd1S04261,Left,nd1N00074,N
04261d2561,nd1S04261,Left,nd1N00074,N
04261d2564,nd1S04261,Left,nd1N00074,N
04261d2569,nd1S04261,Left,nd1N00074,N
04261d2573,nd1S04261,Left,nd1N00074,N
04261d2578,nd1S04261,Right,nd1N00074,N
04261d2583,nd1S04261,Right,nd1N00074,N
04261d2593,nd1S04261,Right,nd1N00074,N
04261d2595,nd1S04261,Right,nd1N00074,N
04261d2611,nd1S04261,Right,nd1N00074,N
04261d2621,nd1S04261,Right,nd1N00074,N
04261d2624,nd1S04261,Right,nd1N00074,N
04261d2626,nd1S04261,Right,nd1N00074,N
04261d2629,nd1S04261,Right,nd1N00074,N
04261d2631,nd1S04261,Right,nd1N00074,N
04261d2635,nd1S04261,Right,nd1N00074,N
04261d2640,nd1S04261,Right,nd1N00074,N
04261d2654,nd1S04261,Left,nd1N00074,N
04261d2656,nd1S04261,Left,nd1N00074,N
04261d2659,nd1S04261,Left,nd1N00074,N
04261d2670,nd1S04261,Left,nd1N00074,N
04261d2671,nd1S04261,Left,nd1N00074,N
04261d2673,nd1S04261,Left,nd1N00074,N
04261d2674,nd1S04261,Left,nd1N00074,N
04261d2679,nd1S04261,Left,nd1N00074,N
04261d2684,nd1S04261,Left,nd1N00074,N
04261d2688,nd1S04261,Left,nd1N00074,N
04261d2690,nd1S04261,Left,nd1N00074,N
04261d2695,nd1S04261,Left,nd1N00074,N
04261d2700,nd1S04261,Left,nd1N00074,N
04261d2715,nd1S04261,Left,nd1N00074,N
04261d2723,nd1S04261,Left,nd1N00074,N
04261d2728,nd1S04261,Left,nd1N00074,N
04261d2731,nd1S04261,Left,nd1N00074,N
04261d2735,nd1S04261,Right,nd1N00074,N
04261d2738,nd1S04261,Right,nd1N00074,N
04261d2755,nd1S04261,Right,nd1N00074,N
04261d2761,nd1S04261,Right,nd1N00074,N
04261d2762,nd1S04261,Right,nd1N00074,N
04261d2764,nd1S04261,Right,nd1N00074,N
04261d2767,nd1S04261,Right,nd1N00074,N
04261d2770,nd1S04261,Right,nd1N00074,N
04261d2774,nd1S04261,Right,nd1N00074,N
04261d2776,nd1S04261,Right,nd1N00074,N
04261d2793,nd1S04261,Right,nd1N00074,N
04261d2803,nd1S04261,Right,nd1N00074,N
04261d2804,nd1S04261,Right,nd1N00074,N
04261d2805,nd1S04261,Right,nd1N00074,N
04261d2822,nd1S04261,Left,nd1N00074,N
04261d2834,nd1S04261,Left,nd1N00074,N
04261d2842,nd1S04261,Left,nd1N00074,N
04261d2851,nd1S04261,Left,nd1N00074,N
04261d2860,nd1S04261,Left,nd1N00074,N
04261d2872,nd1S04261,Left,nd1N00074,N
04261d2879,nd1S04261,Left,nd1N00074,N
04261d2887,nd1S04261,Left,nd1N00074,N
04261d2893,nd1S04261,Left,nd1N00074,N
04261d2895,nd1S04261,Right,nd1N00074,N
04261d2901,nd1S04261,Right,nd1N00074,N
04261d2903,nd1S04261,Right,nd1N00074,N
04261d2908,nd1S04261,Right,nd1N00074,N
04261d2918,nd1S04261,Right,nd1N00074,N
04261d2919,nd1S04261,Right,nd1N00074,N
04261d2923,nd1S04261,Right,nd1N00074,N
04261d2926,nd1S04261,Right,nd1N00074,N
04261d2931,nd1S04261,Right,nd1N00074,N
04261d2937,nd1S04261,Right,nd1N00074,N
04261d2938,nd1S04261,Right,nd1N00074,N
04261d2947,nd1S04261,Right,nd1N00074,N
04261d2954,nd1S04261,Right,nd1N00074,N
04261d2959,nd1S04261,Right,nd1N00074,N
04261d2961,nd1S04261,Right,nd1N00074,N
04261d2970,nd1S04261,Right,nd1N00074,N
04261d2986,nd1S04261,Left,nd1N00074,N
04261d2987,nd1S04261,Left,nd1N00074,N
04261d2989,nd1S04261,Left,nd1N00074,N
04261d2990,nd1S04261,Left,nd1N00074,N
04261d2991,nd1S04261,Left,nd1N00074,N
04261d2999,nd1S04261,Left,nd1N00074,N
04261d3000,nd1S04261,Left,nd1N00074,N
04261d3008,nd1S04261,Left,nd1N00074,N
04261d3020,nd1S04261,Left,nd1N00074,N
04261d3027,nd1S04261,Left,nd1N00074,N
04261d3033,nd1S04261,Left,nd1N00074,N
04261d3034,nd1S04261,Left,nd1N00074,N
04261d3039,nd1S04261,Left,nd1N00074,N
04261d3044,nd1S04261,Left,nd1N00074,N
04261d3045,nd1S04261,Left,nd1N00074,N
04261d3046,nd1S04261,Left,nd1N00074,N
04261d3053,nd1S04261,Left,nd1N00074,N
04261d3057,nd1S04261,Right,nd1N00074,N
04261d3060,nd1S04261,Right,nd1N00074,N
04261d3062,nd1S04261,Right,nd1N00074,N
04261d3068,nd1S04261,Right,nd1N00074,N
04261d3069,nd1S04261,Right,nd1N00074,N
04261d3079,nd1S04261,Right,nd1N00074,N
04261d3085,nd1S04261,Right,nd1N00074,N
04261d3087,nd1S04261,Right,nd1N00074,N
04261d3093,nd1S04261,Right,nd1N00074,N
04261d3094,nd1S04261,Right,nd1N00074,N
04261d3104,nd1S04261,Right,nd1N00074,N
04261d3106,nd1S04261,Right,nd1N00074,N
04261d3107,nd1S04261,Right,nd1N00074,N
04261d3110,nd1S04261,Right,nd1N00074,N
04261d3116,nd1S04261,Right,nd1N00074,N
04261d3119,nd1S04261,Right,nd1N00074,N
04261d3136,nd1S04261,Left,nd1N00074,N
04261d3137,nd1S04261,Left,nd1N00074,N
04261d3138,nd1S04261,Left,nd1N00074,N
04261d3140,nd1S04261,Left,nd1N00074,N
04261d3143,nd1S04261,Left,nd1N00074,N
04261d3145,nd1S04261,Left,nd1N00074,N
04261d3147,nd1S04261,Left,nd1N00074,N
04261d3148,nd1S04261,Left,nd1N00074,N
04261d3157,nd1S04261,Left,nd1N00074,N
04261d3161,nd1S04261,Left,nd1N00074,N
04261d3168,nd1S04261,Left,nd1N00074,N
04261d3181,nd1S04261,Left,nd1N00074,N
04261d3186,nd1S04261,Left,nd1N00074,N
04261d3196,nd1S04261,Left,nd1N00074,N
04261d3198,nd1S04261,Left,nd1N00074,N
04261d3199,nd1S04261,Left,nd1N00074,N
04261d3204,nd1S04261,Left,nd1N00074,N
04261d3205,nd1S04261,Left,nd1N00074,N
04261d3208,nd1S04261,Left,nd1N00074,N
04261d3209,nd1S04261,Left,nd1N00074,N
04261d3210,nd1S04261,Left,nd1N00074,N
04261d3215,nd1S04261,Right,nd1N00074,N
04261d3223,nd1S04261,Right,nd1N00074,N
04261d3224,nd1S04261,Right,nd1N00074,N
04261d3227,nd1S04261,Right,nd1N00074,N
04261d3232,nd1S04261,Right,nd1N00074,N
04261d3235,nd1S04261,Right,nd1N00074,N
04261d3242,nd1S04261,Right,nd1N00074,N
04261d3244,nd1S04261,Right,nd1N00074,N
04261d3247,nd1S04261,Right,nd1N00074,N
04261d3255,nd1S04261,Right,nd1N00074,N
04261d3258,nd1S04261,Right,nd1N00074,N
04261d3260,nd1S04261,Right,nd1N00074,N
04261d3269,nd1S04261,Right,nd1N00074,N
04261d3273,nd1S04261,Right,nd1N00074,N
04261d3286,nd1S04261,Right,nd1N00074,N
04261d3300,nd1S04261,Left,nd1N00074,N
04261d3303,nd1S04261,Left,nd1N00074,N
04261d3308,nd1S04261,Left,nd1N00074,N
04261d3311,nd1S04261,Left,nd1N00074,N
04261d3318,nd1S04261,Left,nd1N00074,N
04261d3319,nd1S04261,Left,nd1N00074,N
04261d3328,nd1S04261,Left,nd1N00074,N
04261d3329,nd1S04261,Left,nd1N00074,N
04261d3340,nd1S04261,Left,nd1N00074,N
04261d3350,nd1S04261,Left,nd1N00074,N
04261d3365,nd1S04261,Left,nd1N00074,N
04261d3369,nd1S04261,Left,nd1N00074,N
04261d3374,nd1S04261,Right,nd1N00074,N
04261d3375,nd1S04261,Right,nd1N00074,N
04261d3379,nd1S04261,Right,nd1N00074,N
04261d3380,nd1S04261,Right,nd1N00074,N
04261d3384,nd1S04261,Right,nd1N00074,N
04261d3385,nd1S04261,Right,nd1N00074,N
04261d3386,nd1S04261,Right,nd1N00074,N
04261d3391,nd1S04261,Right,nd1N00074,N
04261d3392,nd1S04261,Right,nd1N00074,N
04261d3401,nd1S04261,Right,nd1N00074,N
04261d3413,nd1S04261,Right,nd1N00074,N
04261d3415,nd1S04261,Right,nd1N00074,N
04261d3430,nd1S04261,Right,nd1N00074,N
04261d3437,nd1S04261,Right,nd1N00074,N
04261d3443,nd1S04261,Right,nd1N00074,N
04261d3447,nd1S04261,Right,nd1N00074,N
04261d3449,nd1S04261,Right,nd1N00074,N
04261d3453,nd1S04261,Right,nd1N00074,N
04261d3454,nd1S04261,Left,nd1N00074,N
04261d3460,nd1S04261,Left,nd1N00074,N
04261d3462,nd1S04261,Left,nd1N00074,N
04261d3463,nd1S04261,Left,nd1N00074,N
04261d3475,nd1S04261,Left,nd1N00074,N
04261d3480,nd1S04261,Left,nd1N00074,N
04261d3484,nd1S04261,Left,nd1N00074,N
04261d3488,nd1S04261,Left,nd1N00074,N
04261d3490,nd1S04261,Left,nd1N00074,N
04261d3494,nd1S04261,Left,nd1N00074,N
04261d3498,nd1S04261,Left,nd1N00074,N
04261d3503,nd1S04261,Left,nd1N00074,N
04261d3512,nd1S04261,Left,nd1N00074,N
04261d3521,nd1S04261,Left,nd1N00074,N
04261d3528,nd1S04261,Left,nd1N00074,N
04261d3530,nd1S04261,Left,nd1N00074,N
04261d3541,nd1S04261,Right,nd1N00074,N
04261d3543,nd1S04261,Right,nd1N00074,N
04261d3574,nd1S04261,Right,nd1N00074,N
04261d3577,nd1S04261,Right,nd1N00074,N
04261d3586,nd1S04261,Right,nd1N00074,N
04261d3587,nd1S04261,Right,nd1N00074,N
04261d3590,nd1S04261,Right,nd1N00074,N
04261d3591,nd1S04261,Right,nd1N00074,N
04261d3593,nd1S04261,Right,nd1N00074,N
04261d3603,nd1S04261,Right,nd1N00074,N
04261d3604,nd1S04261,Right,nd1N00074,N
04261d3607,nd1S04261,Right,nd1N00074,N
04261d4903,nd1S04261,Left,nd1N00074,N
04261d4904,nd1S04261,Left,nd1N00074,N
04261d4910,nd1S04261,Left,nd1N00074,N
04261d4915,nd1S04261,Left,nd1N00074,N
04261d4925,nd1S04261,Left,nd1N00074,N
04261d4927,nd1S04261,Left,nd1N00074,N
04261d4928,nd1S04261,Left,nd1N00074,N
04261d4930,nd1S04261,Left,nd1N00074,N
04261d4938,nd1S04261,Left,nd1N00074,N
04261d4945,nd1S04261,Left,nd1N00074,N
04261d4950,nd1S04261,Left,nd1N00074,N
04261d4954,nd1S04261,Left,nd1N00074,N
04261d4956,nd1S04261,Left,nd1N00074,N
04261d4959,nd1S04261,Left,nd1N00074,N
04261d4961,nd1S04261,Left,nd1N00074,N
04261d4962,nd1S04261,Left,nd1N00074,N
04261d4975,nd1S04261,Left,nd1N00074,N
04261d4981,nd1S04261,Left,nd1N00074,N
04261d4982,nd1S04261,Left,nd1N00074,N
04261d4993,nd1S04261,Right,nd1N00074,N
04261d4995,nd1S04261,Right,nd1N00074,N
04261d5004,nd1S04261,Right,nd1N00074,N
04261d5007,nd1S04261,Right,nd1N00074,N
04261d5009,nd1S04261,Right,nd1N00074,N
04261d5018,nd1S04261,Right,nd1N00074,N
04261d5035,nd1S04261,Right,nd1N00074,N
04261d5047,nd1S04261,Left,nd1N00074,N
04261d5067,nd1S04261,Left,nd1N00074,N
04261d5073,nd1S04261,Left,nd1N00074,N
04261d5075,nd1S04261,Left,nd1N00074,N
04261d5086,nd1S04261,Left,nd1N00074,N
04261d5092,nd1S04261,Left,nd1N00074,N
04261d5097,nd1S04261,Left,nd1N00074,N
04261d5099,nd1S04261,Left,nd1N00074,N
04261d5106,nd1S04261,Left,nd1N00074,N
04261d5111,nd1S04261,Left,nd1N00074,N
04261d5121,nd1S04261,Right,nd1N00074,N
04261d5124,nd1S04261,Right,nd1N00074,N
04261d5131,nd1S04261,Right,nd1N00074,N
04261d5134,nd1S04261,Right,nd1N00074,N
04261d5138,nd1S04261,Right,nd1N00074,N
04261d5140,nd1S04261,Right,nd1N00074,N
04261d5152,nd1S04261,Right,nd1N00074,N
04261d5156,nd1S04261,Right,nd1N00074,N
04261d5159,nd1S04261,Right,nd1N00074,N
04261d5160,nd1S04261,Right,nd1N00074,N
04261d5165,nd1S04261,Right,nd1N00074,N
04261d5169,nd1S04261,Right,nd1N00074,N
04261d5178,nd1S04261,Right,nd1N00074,N
04261d5189,nd1S04261,Right,nd1N00074,N
04261d5193,nd1S04261,Right,nd1N00074,N
04261d5196,nd1S04261,Right,nd1N00074,N
04261d5197,nd1S04261,Right,nd1N00074,N
04261d5210,nd1S04261,Left,nd1N00074,N
04261d5222,nd1S04261,Left,nd1N00074,N
04261d5226,nd1S04261,Left,nd1N00074,N
04261d5229,nd1S04261,Left,nd1N00074,N
04261d5230,nd1S04261,Left,nd1N00074,N
04261d5233,nd1S04261,Left,nd1N00074,N
04261d5234,nd1S04261,Left,nd1N00074,N
04261d5237,nd1S04261,Left,nd1N00074,N
04261d5242,nd1S04261,Left,nd1N00074,N
04261d5246,nd1S04261,Left,nd1N00074,N
04261d5251,nd1S04261,Left,nd1N00074,N
04261d5257,nd1S04261,Left,nd1N00074,N
04261d5258,nd1S04261,Left,nd1N00074,N
04261d5264,nd1S04261,Left,nd1N00074,N
04261d5266,nd1S04261,Left,nd1N00074,N
04261d5270,nd1S04261,Left,nd1N00074,N
04261d5272,nd1S04261,Left,nd1N00074,N
04261d5273,nd1S04261,Left,nd1N00074,N
04261d5297,nd1S04261,Right,nd1N00074,N
04261d5299,nd1S04261,Right,nd1N00074,N
04261d5314,nd1S04261,Right,nd1N00074,N
04261d5320,nd1S04261,Right,nd1N00074,N
04261d5322,nd1S04261,Right,nd1N00074,N
04261d5333,nd1S04261,Right,nd1N00074,N
04261d5334,nd1S04261,Right,nd1N00074,N
04261d5350,nd1S04261,Right,nd1N00074,N
04261d5356,nd1S04261,Right,nd1N00074,N
04261d5357,nd1S04261,Right,nd1N00074,N
04261d5363,nd1S04261,Right,nd1N00074,N
04261d5372,nd1S04261,Right,nd1N00074,N
04261d5374,nd1S04261,Right,nd1N00074,N
04261d5376,nd1S04261,Right,nd1N00074,N
04261d5396,nd1S04261,Right,nd1N00074,N
04261d5397,nd1S04261,Right,nd1N00074,N
04261d5399,nd1S04261,Right,nd1N00074,N
04261d5402,nd1S04261,Right,nd1N00074,N
04261d5405,nd1S04261,Right,nd1N00074,N
04261d5409,nd1S04261,Right,nd1N00074,N
04261d5411,nd1S04261,Right,nd1N00074,N
04261d5413,nd1S04261,Right,nd1N00074,N
04261d5417,nd1S04261,Right,nd1N00074,N
04261d5423,nd1S04261,Right,nd1N00074,N
04261d5427,nd1S04261,Right,nd1N00074,N
04261d5434,nd1S04261,Right,nd1N00074,N
04261d5439,nd1S04261,Left,nd1N00074,N
04261d5443,nd1S04261,Left,nd1N00074,N
04261d5455,nd1S04261,Left,nd1N00074,N
04261d5458,nd1S04261,Left,nd1N00074,N
04261d5460,nd1S04261,Left,nd1N00074,N
04261d5469,nd1S04261,Left,nd1N00074,N
04261d5472,nd1S04261,Left,nd1N00074,N
04261d5494,nd1S04261,Left,nd1N00074,N
04261d5501,nd1S04261,Left,nd1N00074,N
04261d5515,nd1S04261,Left,nd1N00074,N
04261d5521,nd1S04261,Right,nd1N00074,N
04261d5522,nd1S04261,Right,nd1N00074,N
04261d5523,nd1S04261,Right,nd1N00074,N
04261d5524,nd1S04261,Right,nd1N00074,N
04261d5526,nd1S04261,Right,nd1N00074,N
04261d5529,nd1S04261,Right,nd1N00074,N
04261d5533,nd1S04261,Right,nd1N00074,N
04261d5540,nd1S04261,Right,nd1N00074,N
04261d5545,nd1S04261,Right,nd1N00074,N
04261d5547,nd1S04261,Right,nd1N00074,N
04261d5548,nd1S04261,Right,nd1N00074,N
04261d5557,nd1S04261,Right,nd1N00074,N
04261d5560,nd1S04261,Right,nd1N00074,N
04261d5567,nd1S04261,Right,nd1N00074,N
04261d5569,nd1S04261,Right,nd1N00074,N
04261d5588,nd1S04261,Right,nd1N00074,N
04261d5597,nd1S04261,Right,nd1N00074,N
04261d5598,nd1S04261,Left,nd1N00074,N
04261d5601,nd1S04261,Left,nd1N00074,N
04261d5602,nd1S04261,Left,nd1N00074,N
04261d5609,nd1S04261,Left,nd1N00074,N
04261d5617,nd1S04261,Left,nd1N00074,N
04261d5621,nd1S04261,Left,nd1N00074,N
04261d5623,nd1S04261,Left,nd1N00074,N
04261d5625,nd1S04261,Left,nd1N00074,N
04261d5627,nd1S04261,Left,nd1N00074,N
04261d5632,nd1S04261,Left,nd1N00074,N
04261d5634,nd1S04261,Left,nd1N00074,N
04261d5636,nd1S04261,Left,nd1N00074,N
04261d5639,nd1S04261,Left,nd1N00074,N
04261d5645,nd1S04261,Left,nd1N00074,N
04261d5646,nd1S04261,Left,nd1N00074,N
04261d5650,nd1S04261,Left,nd1N00074,N
04261d5658,nd1S04261,Left,nd1N00074,N
04261d5669,nd1S04261,Left,nd1N00074,N
04261d5670,nd1S04261,Left,nd1N00074,N
04261d5676,nd1S04261,Right,nd1N00074,N
04261d5677,nd1S04261,Right,nd1N00074,N
04261d5682,nd1S04261,Right,nd1N00074,N
04261d5683,nd1S04261,Right,nd1N00074,N
04261d5689,nd1S04261,Right,nd1N00074,N
04261d5694,nd1S04261,Right,nd1N00074,N
